Name,hs,dhw,hs_and_dhw,cs,el
B2546,12.232,2.357,14.588999999999999,0.0,4.082
B2545,16.441,2.35,18.791,0.0,4.048
B1631,40.378,4.635,45.013,0.0,8.014
B1614,19.293,2.313,21.605999999999998,0.0,4.1
B1624,22.26,1.231,23.491000000000003,0.0,3.127
B1622,16.316,1.029,17.345,0.0,2.041
B1600,18.596,1.039,19.635,0.0,2.373
B1656,34.433,1.867,36.3,0.0,5.922
B1608,16.787,1.007,17.794,0.0,2.061
B1623,14.905,1.061,15.966,0.0,2.125
B1621,16.615,2.023,18.637999999999998,0.0,3.391
B1654,119.341,15.617,134.958,0.0,30.814
B2550,44.625,4.046,48.671,0.0,6.193
B1605,18.972,1.131,20.103,0.0,2.544
B1620,17.788,1.084,18.872,0.0,2.391
B1619,17.802,1.09,18.892,0.0,2.384
B2560,46.296,5.85,52.146,0.0,10.326
B2565,45.125,5.674,50.799,0.0,9.93
B2559,44.087,5.318,49.405,0.0,9.464
B2566,35.144,4.983,40.126999999999995,0.0,8.807
B2562,46.358,5.875,52.233,0.0,10.325
B2567,38.655,4.79,43.445,0.0,8.188
B2561,44.124,5.328,49.452000000000005,0.0,9.464
B2572,0.0,0.0,0.0,0.0,0.403
B1802,47.52,5.57,53.09,0.0,9.851
B1593,43.727,4.982,48.708999999999996,0.0,8.734
B1610,37.013,3.902,40.915,0.0,6.403
B1611,46.938,5.179,52.117000000000004,0.0,8.872
B2851,34.527,5.242,39.769,0.0,8.471
B1485,30.943,5.211,36.154,0.0,7.872
B2852,82.674,9.917,92.59100000000001,0.0,17.448
B2854,31.829,4.53,36.359,0.0,6.796
B2856,29.498,4.744,34.242000000000004,0.0,7.081
B2849,81.773,10.295,92.068,0.0,18.191
B1218,43.475,5.062,48.537,0.0,8.613
B2716,0.0,0.0,0.0,0.0,0.662
B1219,60.017,6.301,66.318,0.0,11.607
B1486,77.979,8.872,86.851,0.0,15.453
B2728,32.254,4.193,36.446999999999996,0.0,6.8
B2727,29.563,4.212,33.775,0.0,7.042
B2726,33.28,4.16,37.44,0.0,6.936
B2725,32.227,4.193,36.419999999999995,0.0,6.796
B2323,78.494,8.785,87.279,0.0,15.836
B2319,49.921,2.622,52.543,0.0,8.587
B2334,59.452,1.793,61.245,0.0,9.768
B2322,78.481,8.785,87.26599999999999,0.0,15.831
B2857,44.65,5.838,50.488,0.0,9.473
B2853,68.461,7.873,76.334,0.0,13.614
B2858,43.08,5.829,48.909,0.0,9.428
B2797,32.062,4.564,36.626,0.0,6.908
B2859,72.87,8.91,81.78,0.0,15.3
B2798,26.524,4.342,30.866,0.0,6.407
B2799,29.011,4.564,33.575,0.0,6.928
B2793,20.336,1.762,22.098,0.0,2.902
B2794,42.51,5.075,47.585,0.0,7.935
B2800,39.249,5.837,45.086,0.0,9.265
B1484,37.447,4.737,42.184000000000005,0.0,7.942
B2557,33.217,4.16,37.376999999999995,0.0,6.937
B3318,52.514,6.545,59.059000000000005,0.0,11.637
B2743,40.15,4.953,45.103,0.0,8.206
B1575,38.921,4.684,43.605,0.0,7.913
B1490,105.421,11.251,116.67200000000001,0.0,21.674
B1573,128.929,13.725,142.654,0.0,27.182
B2750,19.968,1.954,21.922,0.0,2.677
B1574,44.808,5.561,50.369,0.0,9.471
B1488,90.649,9.757,100.406,0.0,17.681
B2801,38.296,5.853,44.149,0.0,9.396
B1468,92.427,9.428,101.855,0.0,17.038
B3602,198.566,47.993,246.559,0.0,19.239
B1012,259.78,63.71,323.48999999999995,0.0,25.563
B1491,94.567,10.347,104.91399999999999,0.0,19.612
B1494,177.941,18.846,196.787,0.0,37.582
B1495,44.668,5.212,49.879999999999995,0.0,8.873
B1572,43.023,4.996,48.019000000000005,0.0,8.559
B3598,37.212,4.893,42.105000000000004,0.0,8.491
B3321,31.144,3.75,34.894,0.0,6.219
B3599,43.345,5.027,48.372,0.0,8.612
B1492,30.807,3.73,34.537,0.0,6.15
B2747,102.953,5.677,108.63,0.0,16.779
B3600,38.709,4.428,43.137,0.0,7.608
B2332,10.862,1.039,11.901,0.0,2.445
B2912,49.601,5.666,55.266999999999996,0.0,9.275
B2345,48.739,5.654,54.393,0.0,9.26
B3650,7.268,1.039,8.307,0.0,2.428
B3649,11.026,1.039,12.065,0.0,2.445
B2325,78.467,8.784,87.251,0.0,15.829
B3643,11.074,1.034,12.108,0.0,2.529
B3644,7.392,1.034,8.426,0.0,2.52
B3645,7.385,1.034,8.419,0.0,2.518
B2945,16.971,1.224,18.195,0.0,3.018
B1651,14.512,1.058,15.57,0.0,2.479
B2973,14.758,1.498,16.256,0.0,2.776
B2981,15.083,1.501,16.584,0.0,2.863
B2971,14.928,1.258,16.186,0.0,2.86
B1633,54.502,6.436,60.938,0.0,10.552
B2955,14.762,1.495,16.257,0.0,2.777
B2928,15.079,1.498,16.577,0.0,2.863
B2963,14.547,1.235,15.782,0.0,2.771
B2994,14.931,1.26,16.191,0.0,2.861
B1819,17.704,1.309,19.013,0.0,3.004
B2961,41.572,4.926,46.498000000000005,0.0,8.214
B2957,39.754,4.697,44.451,0.0,7.94
B2985,24.058,3.356,27.414,0.0,5.2
B2995,14.567,1.234,15.801,0.0,2.775
B2996,14.925,1.259,16.184,0.0,2.86
B2956,37.387,4.509,41.896,0.0,7.481
B2974,45.327,5.472,50.799,0.0,9.097
B2986,24.137,3.482,27.619,0.0,5.193
B2003,27.773,2.687,30.46,0.0,4.223
B1946,35.334,3.409,38.743,0.0,5.332
B2958,37.368,4.509,41.877,0.0,7.478
B2002,25.487,1.329,26.816,0.0,3.752
B1943,34.892,3.488,38.38,0.0,5.542
B1938,86.09,11.511,97.601,0.0,21.403
B1953,118.114,12.206,130.32,0.0,23.876
B2774,69.207,8.272,77.479,0.0,15.358
B3624,126.368,12.623,138.99099999999999,0.0,24.339
B2950,35.439,4.381,39.82,0.0,6.525
B2949,39.024,4.97,43.994,0.0,7.559
B1831,42.696,5.117,47.812999999999995,0.0,8.46
B2777,13.622,1.93,15.552,0.0,1.779
B2778,13.409,1.78,15.189,0.0,1.701
B1630,173.067,11.135,184.202,0.0,29.565
B1817,39.759,4.697,44.456,0.0,7.941
B2977,44.525,5.406,49.931,0.0,9.094
B1832,0.0,0.0,0.0,0.0,0.745
B2984,31.339,4.126,35.464999999999996,0.0,6.495
B1816,73.156,8.602,81.75800000000001,0.0,16.094
B1829,112.826,12.291,125.11699999999999,0.0,24.041
B1828,79.374,8.757,88.131,0.0,16.405
B1815,202.147,29.751,231.898,0.0,59.849
B1812,67.241,9.829,77.07,0.0,17.719
B1803,184.49,25.05,209.54000000000002,0.0,51.287
B1937,42.87,6.344,49.214,0.0,10.701
B2705,47.541,6.159,53.699999999999996,0.0,10.382
B2702,41.547,5.248,46.794999999999995,0.0,8.936
B1974,22.003,3.332,25.335,0.0,5.397
B2707,111.039,11.69,122.729,0.0,22.027
B1973,83.248,10.007,93.25500000000001,0.0,18.584
B3595,47.135,9.023,56.158,0.0,17.688
B1969,56.537,7.941,64.478,0.0,14.743
B2695,44.361,5.635,49.995999999999995,0.0,10.026
B1951,144.339,14.063,158.402,0.0,27.609
B3594,49.747,9.577,59.324,0.0,19.044
B1908,62.831,8.679,71.51,0.0,17.045
B1913,39.062,4.827,43.888999999999996,0.0,8.06
B1912,178.236,21.31,199.546,0.0,41.577
B1814,148.497,23.052,171.549,0.0,42.875
B1910,47.554,5.311,52.865,0.0,8.954
B1909,45.006,5.146,50.152,0.0,8.304
B1904,86.34,9.803,96.143,0.0,18.085
B2699,40.363,4.688,45.051,0.0,7.176
B2697,44.832,5.646,50.478,0.0,10.178
B3428,16.815,1.613,18.428,0.0,2.078
B2694,43.852,5.471,49.32299999999999,0.0,9.874
B1911,43.9,6.661,50.561,0.0,13.008
B2696,44.464,5.619,50.083,0.0,10.059
B2693,54.991,7.218,62.209,0.0,13.182
B1907,57.131,7.543,64.674,0.0,13.832
B1905,52.413,5.587,58.0,0.0,9.815
B1923,45.487,5.094,50.581,0.0,8.685
B2571,63.974,7.118,71.092,0.0,12.445
B1801,63.975,7.119,71.094,0.0,12.445
B2569,42.753,6.254,49.007,0.0,12.206
B2570,42.817,6.253,49.07,0.0,12.198
B1799,52.481,5.788,58.269000000000005,0.0,10.132
B1805,60.587,6.415,67.00200000000001,0.0,11.638
B1804,56.795,6.544,63.339,0.0,11.386
B1798,195.756,9.051,204.807,0.0,25.927
B2479,85.959,14.994,100.953,0.0,30.358
B1213,41.9,3.832,45.732,0.0,6.227
B1922,43.806,4.796,48.602,0.0,7.972
B1921,40.231,4.905,45.136,0.0,8.312
B3925,43.446,5.005,48.451,0.0,8.714
B1920,50.988,5.568,56.556,0.0,9.634
B3928,0.0,0.0,0.0,0.0,0.376
B1914,38.653,5.132,43.785,0.0,9.719
B1915,31.101,4.054,35.155,0.0,6.744
B3927,24.593,3.403,27.996,0.0,6.153
B1926,42.655,4.733,47.388,0.0,8.034
B1612,25.544,2.615,28.159,0.0,4.147
B1609,21.137,2.493,23.63,0.0,3.874
B1613,44.721,5.906,50.626999999999995,0.0,10.896
B1607,25.519,2.504,28.023,0.0,3.818
B2548,17.977,1.273,19.25,0.0,3.046
B1615,37.99,3.966,41.956,0.0,6.722
B1603,30.43,3.528,33.958,0.0,5.336
B1655,30.438,2.908,33.346,0.0,4.321
B1599,18.923,1.143,20.066,0.0,2.61
B1618,29.166,2.739,31.905,0.0,4.073
B1604,18.816,1.39,20.206,0.0,3.238
B1617,30.441,2.894,33.335,0.0,4.329
B1616,28.606,2.738,31.344,0.0,3.961
B1602,15.622,1.149,16.771,0.0,2.489
B1657,41.307,5.14,46.447,0.0,8.86
B2568,40.407,4.968,45.375,0.0,8.606
B1661,23.763,2.688,26.451,0.0,3.939
B1659,25.905,1.4,27.305,0.0,3.902
B1683,25.304,2.576,27.88,0.0,3.829
B1660,45.629,5.31,50.939,0.0,8.728
B1671,24.341,2.847,27.188000000000002,0.0,4.044
B1663,15.305,1.119,16.424,0.0,2.424
B2539,73.905,9.866,83.771,0.0,20.135
B2540,73.565,10.02,83.585,0.0,20.179
B2541,73.677,10.32,83.99700000000001,0.0,20.096
B2537,73.465,9.814,83.279,0.0,19.904
B2542,74.116,10.071,84.187,0.0,20.032
B1665,22.975,2.382,25.357000000000003,0.0,4.277
B1666,19.322,2.182,21.503999999999998,0.0,3.662
B2536,74.156,10.332,84.488,0.0,19.974
B2473,19.855,2.161,22.016000000000002,0.0,3.046
B1668,15.296,1.12,16.416,0.0,2.424
B2564,18.074,1.495,19.569000000000003,0.0,9.35
B1678,44.808,5.994,50.802,0.0,10.487
B2563,43.862,5.617,49.479,0.0,9.629
B1800,32.487,3.634,36.121,0.0,5.99
B3283,79.072,8.288,87.36,0.0,14.94
B1681,18.024,1.146,19.17,0.0,2.622
B1679,23.148,2.515,25.663,0.0,3.764
B2478,49.266,7.824,57.089999999999996,0.0,15.186
B1680,32.954,3.478,36.432,0.0,5.429
B2477,49.298,7.824,57.122,0.0,15.188
B1673,34.228,4.253,38.481,0.0,6.392
B1658,50.732,8.18,58.912,0.0,16.031
B1670,18.985,1.281,20.266,0.0,2.827
B1675,15.29,1.12,16.41,0.0,2.423
B1672,25.15,2.897,28.046999999999997,0.0,4.255
B1674,46.872,5.063,51.935,0.0,8.411
B1676,19.961,1.315,21.276,0.0,3.031
B1664,19.965,1.315,21.28,0.0,3.031
B2475,74.46,12.611,87.071,0.0,25.634
B1222,30.106,3.096,33.202,0.0,4.879
B1667,19.988,1.315,21.303,0.0,3.03
B1249,28.062,3.541,31.603,0.0,5.577
B1252,18.651,1.321,19.972,0.0,3.195
B2723,38.337,4.963,43.300000000000004,0.0,8.312
B1251,21.315,2.343,23.658,0.0,3.367
B1669,50.512,6.642,57.154,0.0,12.295
B1250,47.138,5.263,52.400999999999996,0.0,8.879
B1247,37.359,4.894,42.253,0.0,8.352
B1253,33.985,3.627,37.612,0.0,5.761
B1693,29.191,3.095,32.286,0.0,4.642
B2480,49.344,7.824,57.168,0.0,15.191
B2687,56.327,5.782,62.108999999999995,0.0,10.185
B2474,147.205,24.222,171.42700000000002,0.0,50.892
B1694,48.459,5.898,54.357,0.0,10.318
B2686,48.814,5.742,54.556,0.0,9.917
B1215,34.241,3.6,37.841,0.0,5.821
B1205,91.945,10.631,102.576,0.0,19.514
B1204,62.633,7.527,70.16,0.0,13.735
B2509,30.245,4.098,34.343,0.0,7.588
B1217,83.078,9.463,92.541,0.0,17.381
B2724,29.557,4.212,33.769,0.0,7.047
B2722,33.226,4.16,37.385999999999996,0.0,6.939
B2719,29.546,4.212,33.757999999999996,0.0,7.048
B1216,69.507,8.098,77.605,0.0,14.745
B2315,39.074,4.877,43.951,0.0,8.231
B2718,33.216,4.16,37.376000000000005,0.0,6.937
B3320,33.152,4.599,37.751000000000005,0.0,7.772
B3319,42.597,5.216,47.813,0.0,9.053
B2729,38.166,5.065,43.230999999999995,0.0,8.644
B2721,32.218,4.193,36.411,0.0,6.8
B1689,23.215,2.341,25.556,0.0,3.356
B1248,39.105,5.12,44.224999999999994,0.0,8.647
B1688,54.681,6.16,60.840999999999994,0.0,10.962
B1685,19.244,1.318,20.562,0.0,2.946
B1571,46.295,4.542,50.837,0.0,7.677
B2717,32.184,4.193,36.376999999999995,0.0,6.796
B1684,26.972,1.595,28.567,0.0,4.527
B1903,87.575,9.999,97.574,0.0,18.505
B1917,88.588,9.999,98.58699999999999,0.0,18.469
B2700,44.339,5.248,49.586999999999996,0.0,9.07
B1916,49.764,5.633,55.397000000000006,0.0,9.732
B1919,50.983,7.35,58.333,0.0,14.432
B1214,38.065,3.658,41.723,0.0,5.999
B2476,63.664,7.272,70.936,0.0,12.895
B1212,36.247,3.74,39.987,0.0,5.414
B1918,64.977,7.288,72.265,0.0,13.342
B1210,38.106,4.031,42.137,0.0,5.863
B1207,65.599,6.348,71.947,0.0,11.142
B1206,59.861,6.602,66.463,0.0,11.701
B1208,142.109,3.072,145.181,0.0,24.622
B1209,52.245,5.898,58.143,0.0,10.306
B1173,0.0,12.942,12.942,0.0,3.473
B3862,31.546,4.232,35.778,0.0,8.023
B1172,35.881,4.896,40.777,0.0,9.261
B2513,50.188,6.709,56.897000000000006,0.0,13.292
B3863,31.792,4.233,36.025,0.0,8.101
B3553,43.89,6.147,50.037,0.0,11.859
B1925,38.876,4.127,43.003,0.0,6.947
B1932,31.056,3.041,34.097,0.0,4.658
B1931,90.25,12.838,103.088,0.0,25.423
B1176,50.11,6.556,56.666,0.0,13.101
B2298,40.455,6.204,46.659,0.0,12.392
B3369,0.0,0.0,0.0,0.0,0.41
B3931,39.024,7.403,46.427,0.0,14.287
B3932,52.44,8.317,60.757,0.0,16.272
B1211,41.978,4.61,46.588,0.0,6.552
B1902,31.536,1.114,32.65,0.0,6.385
B1175,70.251,10.177,80.428,0.0,20.772
B3934,0.0,0.0,0.0,0.0,0.41
B3933,0.0,0.0,0.0,0.0,0.41
B1174,74.637,10.485,85.122,0.0,21.261
B1171,56.483,5.763,62.245999999999995,0.0,10.126
B2685,50.632,6.715,57.346999999999994,0.0,13.177
B3372,0.0,0.0,0.0,0.0,0.405
B2503,52.128,8.735,60.863,0.0,17.724
B2510,0.0,16.835,16.835,0.0,5.311
B1170,11.763,1.011,12.774,0.0,2.433
B2511,56.39,7.213,63.603,0.0,14.399
B3861,0.0,2.221,2.221,0.0,0.733
B3860,9.036,1.004,10.04,0.0,2.398
B3859,12.281,1.012,13.293000000000001,0.0,2.402
B1169,14.116,1.101,15.216999999999999,0.0,2.727
B3856,7.414,0.942,8.356,0.0,1.996
B3865,46.915,5.789,52.704,0.0,9.935
B2514,52.757,7.028,59.785,0.0,13.926
B1203,26.443,2.663,29.106,0.0,4.083
B2512,44.52,6.229,50.749,0.0,12.106
B1202,75.465,8.848,84.313,0.0,16.391
B1705,26.239,2.662,28.901,0.0,4.036
B1165,49.89,6.564,56.454,0.0,13.12
B1706,25.197,2.488,27.685,0.0,3.804
B1164,51.134,6.907,58.041,0.0,12.606
B3857,10.461,1.004,11.465,0.0,2.401
B3858,9.999,0.944,10.943000000000001,0.0,2.002
B1166,0.0,15.305,15.305,0.0,6.851
B1167,55.691,8.057,63.748000000000005,0.0,15.688
B1168,58.057,8.344,66.401,0.0,16.517
B1115,41.241,3.999,45.24,0.0,6.665
B1114,56.286,7.7,63.986000000000004,0.0,15.273
B1113,37.194,3.608,40.802,0.0,5.721
B1051,142.946,7.363,150.309,0.0,20.077
B3357,39.789,4.594,44.383,0.0,7.977
B3371,0.0,0.0,0.0,0.0,0.41
B3373,97.272,2.423,99.69500000000001,0.0,16.462
B1188,39.796,1.849,41.644999999999996,0.0,6.251
B1052,231.371,55.053,286.424,0.0,22.164
B1186,77.246,8.517,85.76299999999999,0.0,15.917
B3853,39.505,5.028,44.533,0.0,8.799
B3852,34.897,4.32,39.217,0.0,7.303
B3850,35.042,4.321,39.363,0.0,7.326
B3851,41.923,4.514,46.437000000000005,0.0,7.509
B3886,81.774,12.661,94.435,0.0,25.892
B1185,145.992,3.145,149.137,0.0,24.803
B3883,77.359,13.819,91.178,0.0,27.748
B3888,36.48,6.584,43.06399999999999,0.0,13.01
B1193,76.44,8.004,84.444,0.0,14.67
B3892,52.148,6.443,58.591,0.0,11.402
B3884,68.057,11.945,80.00200000000001,0.0,24.347
B3891,51.331,5.881,57.212,0.0,10.59
B3890,40.534,5.331,45.865,0.0,9.377
B3845,80.966,4.538,85.50399999999999,0.0,11.464
B3849,51.832,6.416,58.248000000000005,0.0,11.368
B3848,45.046,5.549,50.595,0.0,9.867
B3847,60.614,6.436,67.05,0.0,11.499
B1182,39.525,4.574,44.099,0.0,7.737
B3379,100.097,12.409,112.506,0.0,16.047
B3895,87.685,9.78,97.465,0.0,18.575
B1189,87.223,9.616,96.839,0.0,18.399
B1691,53.151,5.977,59.128,0.0,10.47
B2688,39.035,4.564,43.599,0.0,7.636
B1221,21.297,2.359,23.656,0.0,4.248
B1690,43.707,6.16,49.867000000000004,0.0,11.958
B1687,42.756,5.783,48.539,0.0,9.921
B1692,32.215,4.266,36.481,0.0,7.948
B2689,49.886,5.796,55.682,0.0,10.159
B1686,35.936,4.641,40.577,0.0,7.833
B2682,150.039,23.491,173.52999999999997,0.0,46.437
B1220,156.728,24.667,181.395,0.0,49.28
B2558,29.549,4.212,33.760999999999996,0.0,7.048
B1592,44.902,4.355,49.257000000000005,0.0,7.328
B1701,17.361,1.144,18.505,0.0,2.478
B1698,44.721,4.339,49.059999999999995,0.0,7.321
B2674,41.487,4.359,45.846000000000004,0.0,7.356
B1591,45.89,4.502,50.392,0.0,7.515
B1570,46.522,5.565,52.086999999999996,0.0,9.857
B1590,35.507,4.162,39.669,0.0,6.887
B1699,52.44,5.267,57.707,0.0,8.634
B2676,44.295,4.57,48.865,0.0,7.4
B1700,17.973,1.193,19.166,0.0,2.602
B1696,32.755,3.904,36.659000000000006,0.0,6.566
B1702,42.686,4.64,47.326,0.0,7.691
B2684,41.07,4.582,45.652,0.0,8.125
B1723,39.101,5.5,44.601,0.0,10.331
B1703,24.514,2.684,27.198,0.0,4.094
B1722,71.819,9.029,80.848,0.0,18.383
B1719,34.356,3.584,37.940000000000005,0.0,5.887
B1695,35.514,3.379,38.893,0.0,5.654
B1725,26.593,2.734,29.326999999999998,0.0,4.161
B2680,34.805,4.158,38.963,0.0,6.896
B2740,50.183,6.275,56.458,0.0,11.276
B2741,24.208,2.091,26.299,0.0,14.949
B1720,22.373,2.397,24.77,0.0,3.336
B2742,45.498,6.005,51.503,0.0,10.148
B1569,40.291,4.576,44.867,0.0,8.058
B1704,40.362,4.576,44.938,0.0,8.076
B1707,26.04,2.843,28.883,0.0,3.989
B1697,26.85,2.825,29.675,0.0,4.203
B3846,13.182,1.717,14.899000000000001,0.0,2.476
