Name,hs,dhw,hs_and_dhw,cs,el
B1642,50.642,4.504,55.146,0.0,7.959
B2552,14.806,2.234,17.04,0.0,4.169
B2553,10.685,2.23,12.915000000000001,0.0,4.077
B1643,96.919,3.981,100.89999999999999,0.0,7.085
B2555,14.636,2.23,16.866,0.0,4.084
B2549,107.53,3.931,111.461,0.0,7.144
B1597,76.877,15.36,92.237,0.0,32.786
B1594,31.301,5.356,36.657,0.0,10.775
B1641,39.994,5.196,45.19,0.0,9.463
B2772,92.521,6.351,98.872,0.0,12.014
B2771,54.255,6.934,61.189,0.0,13.363
B2770,90.728,4.8,95.52799999999999,0.0,8.672
B1638,65.589,4.612,70.201,0.0,8.255
B1639,102.492,6.142,108.634,0.0,11.354
B1640,107.799,5.661,113.46000000000001,0.0,10.335
B1629,194.211,13.385,207.596,0.0,37.245
B1653,38.267,5.681,43.948,0.0,11.615
B2544,61.478,4.427,65.905,0.0,7.841
B2546,10.738,2.266,13.004,0.0,4.077
B2545,14.553,2.26,16.813000000000002,0.0,4.042
B1631,63.957,4.449,68.406,0.0,8.054
B1614,17.141,2.222,19.363,0.0,4.093
B1624,87.865,1.19,89.05499999999999,0.0,3.234
B1622,83.396,0.98,84.376,0.0,2.15
B1600,97.525,0.993,98.518,0.0,2.5
B1656,98.974,1.798,100.772,0.0,6.03
B1608,87.12,0.959,88.07900000000001,0.0,2.174
B1623,66.357,1.028,67.385,0.0,2.209
B1621,48.219,1.945,50.164,0.0,3.443
B1654,106.626,14.92,121.546,0.0,30.789
B2550,220.326,3.886,224.212,0.0,6.503
B1605,95.411,1.083,96.494,0.0,2.67
B1620,91.955,1.037,92.992,0.0,2.512
B1619,85.524,1.043,86.56700000000001,0.0,2.494
B2560,62.554,5.608,68.162,0.0,10.354
B2565,41.853,5.44,47.293,0.0,9.924
B2559,87.081,5.1,92.181,0.0,9.538
B2566,32.496,4.781,37.277,0.0,8.803
B2562,71.188,5.632,76.82000000000001,0.0,10.368
B2567,65.004,4.596,69.60000000000001,0.0,8.233
B2561,85.849,5.11,90.959,0.0,9.535
B2572,0.0,0.0,0.0,0.0,0.403
B1802,96.28,5.341,101.621,0.0,9.935
B1593,68.741,4.778,73.519,0.0,8.776
B1610,73.393,3.733,77.126,0.0,6.465
B1611,109.846,4.967,114.813,0.0,8.98
B2851,31.955,5.042,36.997,0.0,8.467
B1485,28.576,5.017,33.593,0.0,7.868
B2852,134.56,9.507,144.067,0.0,17.551
B2854,52.39,4.361,56.751,0.0,6.833
B2856,27.307,4.569,31.875999999999998,0.0,7.077
B2849,96.663,9.869,106.532,0.0,18.221
B1218,94.894,4.859,99.753,0.0,8.703
B2716,0.0,0.0,0.0,0.0,0.662
B1219,101.471,6.037,107.50800000000001,0.0,11.679
B1486,117.567,8.51,126.077,0.0,15.531
B2728,55.627,4.03,59.657000000000004,0.0,6.84
B2727,27.338,4.048,31.386000000000003,0.0,7.039
B2726,53.186,3.997,57.183,0.0,6.97
B2725,47.015,4.03,51.045,0.0,6.821
B2323,151.368,8.414,159.78199999999998,0.0,15.968
B2319,41.389,2.496,43.885000000000005,0.0,8.572
B2334,54.579,1.745,56.324,0.0,9.759
B2322,155.591,8.414,164.005,0.0,15.97
B2857,64.331,5.614,69.94500000000001,0.0,9.51
B2853,136.466,7.553,144.019,0.0,13.744
B2858,53.409,5.605,59.013999999999996,0.0,9.447
B2797,55.482,4.394,59.876,0.0,6.951
B2859,131.693,8.548,140.241,0.0,15.417
B2798,24.61,4.181,28.791,0.0,6.404
B2799,26.873,4.397,31.270000000000003,0.0,6.924
B2793,79.122,1.679,80.801,0.0,3.007
B2794,117.496,4.854,122.35,0.0,8.075
B2800,36.317,5.613,41.93,0.0,9.259
B1484,43.229,4.548,47.777,0.0,7.952
B2557,50.728,3.997,54.725,0.0,6.967
B3318,97.796,6.275,104.07100000000001,0.0,11.717
B2743,64.103,4.757,68.86,0.0,8.248
B1575,48.979,4.498,53.477,0.0,7.931
B1490,146.344,10.754,157.09799999999998,0.0,21.746
B1573,205.805,13.108,218.913,0.0,27.317
B2750,79.957,1.859,81.81599999999999,0.0,2.776
B1574,62.213,5.34,67.553,0.0,9.502
B1488,149.356,9.345,158.701,0.0,17.797
B2801,35.376,5.629,41.004999999999995,0.0,9.391
B1468,199.247,9.025,208.27200000000002,0.0,17.23
B3602,174.341,45.69,220.031,0.0,19.197
B1012,228.055,60.654,288.709,0.0,25.504
B1491,149.93,9.896,159.82600000000002,0.0,19.711
B1494,283.372,17.992,301.36400000000003,0.0,37.779
B1495,102.874,5.0,107.874,0.0,8.972
B1572,90.257,4.794,95.051,0.0,8.64
B3598,45.939,4.692,50.631,0.0,8.506
B3321,58.967,3.604,62.571,0.0,6.266
B3599,107.655,4.825,112.48,0.0,8.723
B1492,51.134,3.584,54.718,0.0,6.184
B2747,94.075,5.41,99.485,0.0,16.437
B3600,65.957,4.25,70.207,0.0,7.654
B2332,9.759,1.027,10.786,0.0,2.441
B2912,107.199,5.422,112.621,0.0,9.381
B2345,91.819,5.413,97.232,0.0,9.34
B3650,6.459,1.027,7.486,0.0,2.425
B3649,9.776,1.027,10.802999999999999,0.0,2.441
B2325,160.566,8.414,168.98,0.0,15.978
B3643,9.971,1.021,10.992,0.0,2.525
B3644,6.565,1.022,7.587000000000001,0.0,2.517
B3645,6.559,1.022,7.581,0.0,2.515
B2945,41.927,1.175,43.102,0.0,3.059
B1651,44.265,1.01,45.275,0.0,2.528
B2973,41.76,1.443,43.202999999999996,0.0,2.822
B2981,41.184,1.445,42.629,0.0,2.907
B2971,37.999,1.216,39.215,0.0,2.897
B1633,93.82,6.186,100.006,0.0,10.627
B2955,38.235,1.443,39.678,0.0,2.817
B2928,32.713,1.445,34.158,0.0,2.893
B2963,38.845,1.193,40.038,0.0,2.81
B2994,42.017,1.217,43.234,0.0,2.905
B1819,52.294,1.256,53.55,0.0,3.06
B2961,78.001,4.731,82.732,0.0,8.278
B2957,71.778,4.51,76.28800000000001,0.0,7.996
B2985,41.196,3.231,44.427,0.0,5.229
B2995,36.297,1.194,37.491,0.0,2.81
B2996,41.758,1.216,42.974000000000004,0.0,2.904
B2956,58.024,4.331,62.355000000000004,0.0,7.517
B2974,79.469,5.258,84.72699999999999,0.0,9.159
B2986,39.755,3.355,43.11,0.0,5.22
B2003,149.845,2.581,152.426,0.0,4.426
B1946,187.205,3.269,190.47400000000002,0.0,5.589
B2958,62.365,4.331,66.696,0.0,7.521
B2002,145.295,1.281,146.576,0.0,3.949
B1943,176.875,3.357,180.232,0.0,5.782
B1938,79.596,11.013,90.60900000000001,0.0,21.391
B1953,197.04,11.664,208.70399999999998,0.0,24.019
B2774,83.214,7.918,91.132,0.0,15.383
B3624,205.025,12.059,217.084,0.0,24.491
B2950,87.968,4.209,92.177,0.0,6.62
B2949,85.089,4.784,89.873,0.0,7.643
B1831,79.386,4.918,84.304,0.0,8.525
B2777,41.82,1.838,43.658,0.0,1.829
B2778,48.974,1.693,50.666999999999994,0.0,1.764
B1630,144.02,10.646,154.666,0.0,29.509
B1817,72.477,4.51,76.98700000000001,0.0,7.998
B2977,72.809,5.193,78.002,0.0,9.144
B1832,0.0,0.0,0.0,0.0,0.745
B2984,54.916,3.969,58.885,0.0,6.536
B1816,80.729,8.233,88.962,0.0,16.108
B1829,152.95,11.747,164.697,0.0,24.114
B1828,112.23,8.379,120.60900000000001,0.0,16.463
B1815,178.224,28.385,206.60899999999998,0.0,59.803
B1812,60.446,9.41,69.856,0.0,17.707
B1803,164.15,23.893,188.043,0.0,51.25
B1937,40.015,6.089,46.104,0.0,10.695
B2705,73.202,5.913,79.115,0.0,10.429
B2702,66.403,5.038,71.441,0.0,8.979
B1974,31.708,3.204,34.912,0.0,5.413
B2707,212.97,11.182,224.152,0.0,22.217
B1973,77.08,9.579,86.65899999999999,0.0,18.572
B3595,41.198,8.628,49.826,0.0,17.666
B1969,61.4,7.606,69.006,0.0,14.752
B2695,64.71,5.405,70.115,0.0,10.063
B1951,275.037,13.44,288.477,0.0,27.854
B3594,43.553,9.152,52.705,0.0,19.021
B1908,56.11,8.294,64.404,0.0,17.033
B1913,74.578,4.639,79.217,0.0,8.123
B1912,181.159,20.355,201.51399999999998,0.0,41.583
B1814,131.56,22.045,153.60500000000002,0.0,42.838
B1910,121.069,5.092,126.161,0.0,9.084
B1909,104.361,4.932,109.293,0.0,8.412
B1904,150.444,9.381,159.825,0.0,18.2
B2699,122.912,4.482,127.394,0.0,7.327
B2697,55.14,5.416,60.556,0.0,10.197
B3428,68.594,1.535,70.12899999999999,0.0,2.163
B2694,68.346,5.249,73.595,0.0,9.918
B1911,38.626,6.371,44.997,0.0,12.989
B2696,67.165,5.39,72.555,0.0,10.099
B2693,74.197,6.916,81.113,0.0,13.217
B1907,75.406,7.225,82.631,0.0,13.865
B1905,133.414,5.352,138.766,0.0,9.957
B1923,101.519,4.885,106.40400000000001,0.0,8.783
B2571,138.874,6.823,145.697,0.0,12.578
B1801,153.072,6.823,159.895,0.0,12.604
B2569,37.848,5.98,43.828,0.0,12.188
B2570,37.847,5.98,43.827,0.0,12.18
B1799,108.389,5.552,113.941,0.0,10.23
B1805,134.873,6.148,141.021,0.0,11.768
B1804,111.65,6.275,117.92500000000001,0.0,11.484
B1798,163.113,8.639,171.752,0.0,25.87
B2479,75.264,14.315,89.579,0.0,30.316
B1213,171.047,3.671,174.718,0.0,6.452
B1922,99.394,4.595,103.989,0.0,8.069
B1921,68.541,4.709,73.25,0.0,8.362
B3925,82.619,4.803,87.422,0.0,8.782
B1920,98.632,5.334,103.96600000000001,0.0,9.718
B3928,0.0,0.0,0.0,0.0,0.376
B1914,36.62,4.914,41.534,0.0,9.715
B1915,75.068,3.896,78.964,0.0,6.82
B3927,34.682,3.264,37.946000000000005,0.0,6.17
B1926,101.42,4.538,105.958,0.0,8.136
B1612,78.609,2.495,81.104,0.0,4.233
B1609,40.889,2.396,43.285000000000004,0.0,3.906
B1613,40.504,5.66,46.164,0.0,10.888
B1607,115.487,2.408,117.895,0.0,3.967
B2548,58.805,1.219,60.024,0.0,3.113
B1615,85.877,3.802,89.679,0.0,6.803
B1603,77.322,3.382,80.70400000000001,0.0,5.416
B1655,148.412,2.783,151.195,0.0,4.522
B1599,96.695,1.099,97.794,0.0,2.738
B1618,138.557,2.618,141.17499999999998,0.0,4.258
B1604,56.605,1.335,57.94,0.0,3.3
B1617,138.206,2.77,140.976,0.0,4.511
B1616,131.394,2.618,134.012,0.0,4.135
B1602,51.489,1.097,52.586,0.0,2.547
B1657,38.292,4.931,43.223,0.0,8.855
B2568,68.832,4.767,73.59899999999999,0.0,8.655
B1661,62.409,2.565,64.974,0.0,4.003
B1659,83.838,1.334,85.172,0.0,4.0
B1683,73.833,2.449,76.282,0.0,3.911
B1660,103.904,5.092,108.996,0.0,8.834
B1671,60.911,2.716,63.627,0.0,4.107
B1663,50.61,1.069,51.679,0.0,2.481
B2539,65.504,9.422,74.926,0.0,20.104
B2540,65.156,9.574,74.73,0.0,20.148
B2541,65.278,9.871,75.149,0.0,20.062
B2537,65.243,9.376,74.619,0.0,19.874
B2542,65.548,9.625,75.173,0.0,19.999
B1665,20.47,2.292,22.762,0.0,4.268
B1666,17.257,2.099,19.356,0.0,3.655
B2536,65.455,9.889,75.344,0.0,19.937
B2473,65.017,2.055,67.072,0.0,3.121
B1668,50.996,1.069,52.065000000000005,0.0,2.482
B2564,16.364,1.456,17.82,0.0,9.347
B1678,46.207,5.751,51.958,0.0,10.49
B2563,72.216,5.39,77.606,0.0,9.679
B1800,82.105,3.485,85.59,0.0,6.074
B3283,188.204,7.938,196.142,0.0,15.137
B1681,59.688,1.095,60.783,0.0,2.69
B1679,56.749,2.4,59.149,0.0,3.82
B2478,43.479,7.486,50.964999999999996,0.0,15.164
B1680,80.238,3.319,83.557,0.0,5.51
B2477,43.494,7.486,50.98,0.0,15.166
B1673,77.609,4.083,81.692,0.0,6.47
B1658,44.687,7.818,52.504999999999995,0.0,16.009
B1670,58.474,1.22,59.693999999999996,0.0,2.892
B1675,50.405,1.07,51.475,0.0,2.48
B1672,62.064,2.768,64.832,0.0,4.317
B1674,114.978,4.857,119.835,0.0,8.532
B1676,65.162,1.252,66.414,0.0,3.105
B1664,65.907,1.253,67.16,0.0,3.107
B2475,65.214,12.038,77.252,0.0,25.6
B1222,89.551,2.945,92.496,0.0,4.98
B1667,67.687,1.252,68.939,0.0,3.109
B1249,65.409,3.408,68.81700000000001,0.0,5.64
B1252,56.719,1.266,57.985,0.0,3.257
B2723,51.252,4.766,56.018,0.0,8.335
B1251,61.432,2.229,63.661,0.0,3.433
B1669,60.044,6.363,66.407,0.0,12.312
B1250,103.444,5.047,108.491,0.0,8.978
B1247,59.454,4.698,64.152,0.0,8.39
B1253,92.611,3.46,96.071,0.0,5.861
B1693,76.483,2.945,79.428,0.0,4.723
B2480,43.506,7.486,50.992,0.0,15.169
B2687,159.194,5.534,164.72799999999998,0.0,10.366
B2474,128.893,23.09,151.983,0.0,50.823
B1694,107.844,5.655,113.499,0.0,10.422
B2686,112.642,5.508,118.14999999999999,0.0,10.028
B1215,83.766,3.438,87.20400000000001,0.0,5.905
B1205,173.034,10.174,183.208,0.0,19.662
B1204,94.002,7.21,101.21199999999999,0.0,13.79
B2509,26.789,3.928,30.717000000000002,0.0,7.576
B1217,107.786,9.059,116.845,0.0,17.426
B2724,27.348,4.048,31.396,0.0,7.043
B2722,52.839,3.997,56.836,0.0,6.973
B2719,27.352,4.048,31.4,0.0,7.044
B1216,96.65,7.756,104.406,0.0,14.793
B2315,44.887,4.681,49.568,0.0,8.24
B2718,51.725,3.997,55.722,0.0,6.969
B3320,42.247,4.418,46.665,0.0,7.787
B3319,85.194,5.004,90.19800000000001,0.0,9.126
B2729,60.295,4.861,65.156,0.0,8.682
B2721,49.862,4.03,53.892,0.0,6.83
B1689,77.717,2.226,79.943,0.0,3.447
B1248,57.075,4.915,61.99,0.0,8.678
B1688,125.178,5.908,131.08599999999998,0.0,11.086
B1685,72.112,1.255,73.36699999999999,0.0,3.034
B1571,187.775,4.363,192.138,0.0,7.923
B2717,44.932,4.03,48.962,0.0,6.818
B1684,96.306,1.522,97.828,0.0,4.642
B1903,155.348,9.568,164.91600000000003,0.0,18.627
B1917,136.525,9.568,146.09300000000002,0.0,18.556
B2700,82.053,5.036,87.089,0.0,9.136
B1916,83.744,5.404,89.148,0.0,9.793
B1919,44.96,7.029,51.989000000000004,0.0,14.41
B1214,124.915,3.52,128.435,0.0,6.149
B2476,101.673,6.972,108.645,0.0,12.965
B1212,165.459,3.587,169.046,0.0,5.648
B1918,133.422,6.98,140.402,0.0,13.462
B1210,161.441,3.871,165.312,0.0,6.093
B1207,229.942,6.089,236.031,0.0,11.436
B1206,123.666,6.327,129.993,0.0,11.813
B1208,130.748,2.965,133.713,0.0,24.602
B1209,115.519,5.655,121.174,0.0,10.416
B1173,0.0,12.32,12.32,0.0,3.473
B3862,42.928,4.053,46.980999999999995,0.0,8.043
B1172,38.552,4.685,43.237,0.0,9.265
B2513,44.407,6.411,50.818,0.0,13.273
B3863,39.545,4.054,43.599000000000004,0.0,8.114
B3553,38.734,5.881,44.615,0.0,11.841
B1925,102.699,3.948,106.64699999999999,0.0,7.055
B1932,117.873,2.921,120.79400000000001,0.0,4.804
B1931,79.716,12.267,91.98299999999999,0.0,25.404
B1176,44.346,6.268,50.614,0.0,13.081
B2298,35.717,5.932,41.649,0.0,12.376
B3369,0.0,0.0,0.0,0.0,0.41
B3931,34.141,7.081,41.222,0.0,14.269
B3932,46.279,7.955,54.234,0.0,16.249
B1211,154.534,4.448,158.982,0.0,6.768
B1902,26.975,1.097,28.072000000000003,0.0,6.378
B1175,61.861,9.715,71.576,0.0,20.742
B3934,0.0,0.0,0.0,0.0,0.41
B3933,0.0,0.0,0.0,0.0,0.41
B1174,65.794,10.014,75.80799999999999,0.0,21.229
B1171,216.839,5.527,222.36599999999999,0.0,10.405
B2685,44.798,6.418,51.216,0.0,13.157
B3372,0.0,0.0,0.0,0.0,0.405
B2503,45.515,8.343,53.858000000000004,0.0,17.701
B2510,0.0,16.024,16.024,0.0,5.311
B1170,45.705,0.998,46.702999999999996,0.0,2.488
B2511,49.803,6.892,56.695,0.0,14.376
B3861,0.0,2.121,2.121,0.0,0.733
B3860,8.716,0.992,9.707999999999998,0.0,2.398
B3859,58.374,0.992,59.366,0.0,2.477
B1169,65.28,1.076,66.356,0.0,2.81
B3856,9.839,0.929,10.768,0.0,2.0
B3865,101.595,5.552,107.14699999999999,0.0,10.03
B2514,46.733,6.714,53.446999999999996,0.0,13.906
B1203,76.985,2.532,79.517,0.0,4.168
B2512,39.249,5.955,45.204,0.0,12.088
B1202,106.397,8.468,114.86500000000001,0.0,16.446
B1705,84.722,2.53,87.252,0.0,4.133
B1165,44.109,6.274,50.383,0.0,13.1
B1706,82.072,2.366,84.438,0.0,3.898
B1164,50.326,6.616,56.942,0.0,12.604
B3857,27.428,0.991,28.419,0.0,2.428
B3858,48.231,0.93,49.161,0.0,2.063
B1166,0.0,14.568,14.568,0.0,6.851
B1167,49.258,7.704,56.962,0.0,15.664
B1168,51.141,7.975,59.116,0.0,16.492
B1115,163.373,3.845,167.218,0.0,6.876
B1114,49.736,7.363,57.099,0.0,15.25
B1113,163.576,3.468,167.04399999999998,0.0,5.936
B1051,118.852,7.04,125.89200000000001,0.0,20.035
B3357,80.691,4.409,85.10000000000001,0.0,8.046
B3371,0.0,0.0,0.0,0.0,0.41
B3373,87.306,2.347,89.65299999999999,0.0,16.445
B1188,216.134,1.789,217.92299999999997,0.0,6.551
B1052,201.524,52.412,253.936,0.0,22.11
B1186,149.341,8.154,157.495,0.0,16.046
B3853,43.398,4.826,48.224000000000004,0.0,8.806
B3852,66.152,4.146,70.298,0.0,7.357
B3850,65.968,4.148,70.116,0.0,7.38
B3851,117.748,4.309,122.057,0.0,7.641
B3886,71.76,12.088,83.848,0.0,25.855
B1185,134.379,3.039,137.41799999999998,0.0,24.782
B3883,67.598,13.197,80.795,0.0,27.709
B3888,31.847,6.296,38.143,0.0,12.994
B1193,198.985,7.65,206.63500000000002,0.0,14.895
B3892,93.649,6.177,99.826,0.0,11.477
B3884,59.365,11.404,70.769,0.0,24.315
B3891,99.895,5.639,105.53399999999999,0.0,10.675
B3890,40.341,5.114,45.455,0.0,9.376
B3845,67.82,4.31,72.13,0.0,11.442
B3849,48.822,6.152,54.974000000000004,0.0,11.363
B3848,41.754,5.324,47.077999999999996,0.0,9.862
B3847,109.131,6.157,115.288,0.0,11.586
B1182,79.546,4.394,83.94000000000001,0.0,7.805
B3379,199.429,11.854,211.28300000000002,0.0,16.225
B3895,111.514,9.356,120.86999999999999,0.0,18.619
B1189,172.344,9.2,181.54399999999998,0.0,18.552
B1691,100.814,5.734,106.54799999999999,0.0,10.554
B2688,84.241,4.379,88.62,0.0,7.715
B1221,18.865,2.268,21.133,0.0,4.24
B1690,38.701,5.894,44.595,0.0,11.94
B1687,47.348,5.548,52.896,0.0,9.93
B1692,28.459,4.087,32.546,0.0,7.935
B2689,110.2,5.56,115.76,0.0,10.265
B1686,73.475,4.455,77.92999999999999,0.0,7.898
B2682,131.327,22.43,153.757,0.0,46.399
B1220,137.188,23.545,160.733,0.0,49.242
B2558,27.357,4.048,31.405,0.0,7.044
B1592,206.817,4.185,211.002,0.0,7.607
B1701,58.539,1.093,59.632000000000005,0.0,2.545
B1698,223.816,4.168,227.984,0.0,7.63
B2674,108.978,4.172,113.14999999999999,0.0,7.472
B1591,219.875,4.324,224.199,0.0,7.814
B1570,69.03,5.338,74.368,0.0,9.896
B1590,85.024,3.992,89.016,0.0,6.972
B1699,229.863,5.063,234.926,0.0,8.957
B2676,190.789,4.397,195.18599999999998,0.0,7.662
B1700,61.655,1.139,62.794000000000004,0.0,2.674
B1696,61.417,3.75,65.167,0.0,6.614
B1702,120.895,4.442,125.33699999999999,0.0,7.828
B2684,92.853,4.397,97.25,0.0,8.213
B1723,34.506,5.266,39.772,0.0,10.315
B1703,80.845,2.561,83.406,0.0,4.188
B1722,63.418,8.622,72.03999999999999,0.0,18.354
B1719,107.987,3.42,111.407,0.0,6.012
B1695,108.439,3.219,111.65799999999999,0.0,5.776
B1725,83.652,2.599,86.251,0.0,4.258
B2680,75.446,3.993,79.439,0.0,6.966
B2740,73.495,6.015,79.51,0.0,11.317
B2741,20.158,2.029,22.187,0.0,14.942
B1720,63.738,2.279,66.017,0.0,3.406
B2742,48.182,5.766,53.948,0.0,10.152
B1569,72.342,4.391,76.733,0.0,8.112
