Building,type,Area,Roof,WWR,useful_area,SurfaceIndex
B2378,roofs,86.5,1,0.8,69.2,5249
B2228,north,97.78,0,0.21,77.25,5250
B2228,east,0.0,0,0,0,5251
B2228,south,97.78,0,0.21,77.25,5252
B2228,west,84.79,0,0.21,66.98,5253
B2228,roofs,57.57,1,0.8,46.056000000000004,5254
B1801,north,263.32,0,0.25,197.49,5255
B1801,east,245.88,0,0.25,184.41,5256
B1801,south,248.67000000000002,0,0.25,186.5,5257
B1801,west,252.25,0,0.25,189.19,5258
B1801,roofs,342.4,1,0.8,273.92,5259
B1951,north,876.73,0,0.25,657.55,5260
B1951,east,0.0,0,0,0,5261
B1951,south,839.3100000000001,0,0.25,629.48,5262
B1951,west,484.16,0,0.25,363.12,5263
B1951,roofs,367.78,1,0.8,294.224,5264
B1632,north,75.84,0,0.21,59.91,5265
B1632,east,118.61999999999999,0,0.21,93.71,5266
B1632,south,75.84,0,0.21,59.91,5267
B1632,west,118.61999999999999,0,0.21,93.71,5268
B1632,roofs,227.36,1,0.8,181.88800000000003,5269
B1762,north,0.0,0,0,0,5270
B1762,east,117.61,0,0.21,92.91,5271
B1762,south,139.81,0,0.21,110.45,5272
B1762,west,117.61,0,0.21,92.91,5273
B1762,roofs,114.18,1,0.8,91.34400000000001,5274
B1347,north,419.57,0,0.21,331.46,5275
B1347,east,270.89,0,0.21,214.0,5276
B1347,south,419.90000000000003,0,0.21,331.72,5277
B1347,west,0.0,0,0,0,5278
B1347,roofs,330.59,1,0.8,264.472,5279
B1217,north,437.7,0,0.21,345.78,5280
B1217,east,254.35,0,0.21,200.94,5281
B1217,south,431.41999999999996,0,0.21,340.82,5282
B1217,west,244.19,0,0.21,192.91,5283
B1217,roofs,334.21,1,0.8,267.368,5284
B3949,north,75.97,0,0.21,60.02,5285
B3949,east,0.0,0,0,0,5286
B3949,south,76.02000000000001,0,0.21,60.06,5287
B3949,west,0.0,0,0,0,5288
B3949,roofs,50.65,1,0.8,40.52,5289
B3819,north,330.53,0,0.15,280.95,5290
B3819,east,250.95,0,0.15,213.31,5291
B3819,south,543.26,0,0.15,461.77,5292
B3819,west,251.0,0,0.15,213.35,5293
B3819,roofs,277.9,1,0.8,222.32,5294
B1583,north,128.59,0,0.21,101.59,5295
B1583,east,192.29999999999998,0,0.21,151.92,5296
B1583,south,128.57,0,0.21,101.57,5297
B1583,west,192.45999999999998,0,0.21,152.04,5298
B1583,roofs,171.77,1,0.8,137.41600000000003,5299
B3697,north,0.0,0,0,0,5300
B3697,east,64.51,0,0.21,50.96,5301
B3697,south,0.0,0,0,0,5302
B3697,west,64.46000000000001,0,0.21,50.92,5303
B3697,roofs,51.35,1,0.8,41.080000000000005,5304
B1775,north,175.58,0,0.21,138.71,5305
B1775,east,360.49,0,0.21,284.79,5306
B1775,south,175.58,0,0.21,138.71,5307
B1775,west,360.49,0,0.21,284.79,5308
B1775,roofs,195.35,1,0.8,156.28,5309
B1200,north,147.14,0,0.21,116.24,5310
B1200,east,242.99,0,0.21,191.96,5311
B1200,south,147.17000000000002,0,0.21,116.26,5312
B1200,west,243.18,0,0.21,192.11,5313
B1200,roofs,158.98,1,0.8,127.184,5314
B3044,north,98.61000000000001,0,0.21,77.9,5315
B3044,east,24.57,0,0.21,19.41,5316
B3044,south,95.57,0,0.21,75.5,5317
B3044,west,102.08,0,0.21,80.64,5318
B3044,roofs,75.73,1,0.8,60.584,5319
B1594,north,210.44,0,0.15,178.87,5320
B1594,east,202.87,0,0.15,172.44,5321
B1594,south,210.35000000000002,0,0.15,178.8,5322
B1594,west,202.96,0,0.15,172.52,5323
B1594,roofs,296.47,1,0.8,237.17600000000004,5324
B3680,north,224.22,0,0.21,177.13,5325
B3680,east,261.42,0,0.21,206.52,5326
B3680,south,0.0,0,0,0,5327
B3680,west,253.62,0,0.21,200.36,5328
B3680,roofs,177.73,1,0.8,142.184,5329
B1816,north,443.22999999999996,0,0.21,350.15,5330
B1816,east,0.0,0,0,0,5331
B1816,south,436.56,0,0.21,344.88,5332
B1816,west,245.97,0,0.21,194.32,5333
B1816,roofs,318.17,1,0.8,254.53600000000003,5334
B1946,north,163.58999999999997,0,0.16,137.42,5335
B1946,east,165.14,0,0.16,138.72,5336
B1946,south,172.48,0,0.16,144.88,5337
B1946,west,161.48,0,0.16,135.64,5338
B1946,roofs,121.74,1,0.8,97.392,5339
B1698,north,232.13,0,0.16,194.99,5340
B1698,east,163.71,0,0.16,137.52,5341
B1698,south,233.64,0,0.16,196.26,5342
B1698,west,160.53,0,0.16,134.85,5343
B1698,roofs,167.77,1,0.8,134.216,5344
B1529,north,198.34,0,0.21,156.69,5345
B1529,east,300.18,0,0.21,237.14,5346
B1529,south,0.0,0,0,0,5347
B1529,west,296.90000000000003,0,0.21,234.55,5348
B1529,roofs,262.1,1,0.8,209.68000000000004,5349
B2894,north,216.51,0,0.21,171.04,5350
B2894,east,255.54,0,0.21,201.88,5351
B2894,south,62.57,0,0.21,49.43,5352
B2894,west,172.82,0,0.21,136.53,5353
B2894,roofs,209.39,1,0.8,167.512,5354
B2133,north,372.15,0,0.21,294.0,5355
B2133,east,0.0,0,0,0,5356
B2133,south,372.58,0,0.21,294.34,5357
B2133,west,209.01,0,0.21,165.12,5358
B2133,roofs,229.64,1,0.8,183.712,5359
B2829,north,171.27,0,0.15,145.58,5360
B2829,east,83.19,0,0.15,70.71,5361
B2829,south,0.0,0,0,0,5362
B2829,west,82.61,0,0.15,70.22,5363
B2829,roofs,63.0,1,0.8,50.400000000000006,5364
B2979,north,0.0,0,0,0,5365
B2979,east,79.51,0,0.21,62.81,5366
B2979,south,104.72,0,0.21,82.73,5367
B2979,west,80.89,0,0.21,63.9,5368
B2979,roofs,95.57,1,0.8,76.456,5369
B2282,north,526.39,0,0.15,447.43,5370
B2282,east,469.06,0,0.15,398.7,5371
B2282,south,526.39,0,0.15,447.43,5372
B2282,west,469.06,0,0.15,398.7,5373
B2282,roofs,338.69,1,0.8,270.952,5374
B3985,north,57.400000000000006,0,0.21,45.35,5375
B3985,east,48.48,0,0.21,38.3,5376
B3985,south,0.0,0,0,0,5377
B3985,west,48.42,0,0.21,38.25,5378
B3985,roofs,70.27,1,0.8,56.216,5379
B1920,north,201.82,0,0.21,159.44,5380
B1920,east,221.95999999999998,0,0.21,175.35,5381
B1920,south,284.53999999999996,0,0.21,224.79,5382
B1920,west,221.81,0,0.21,175.23,5383
B1920,roofs,200.93,1,0.8,160.74400000000003,5384
B1087,north,113.51,0,0.21,89.67,5385
B1087,east,0.0,0,0,0,5386
B1087,south,113.51,0,0.21,89.67,5387
B1087,west,130.01,0,0.21,102.71,5388
B1087,roofs,65.58,1,0.8,52.464,5389
B1266,north,143.11,0,0.21,113.06,5390
B1266,east,79.94,0,0.21,63.15,5391
B1266,south,28.61,0,0.21,22.6,5392
B1266,west,80.08,0,0.21,63.26,5393
B1266,roofs,50.87,1,0.8,40.696,5394
B3022,north,97.13999999999999,0,0.21,76.74,5395
B3022,east,0.0,0,0,0,5396
B3022,south,97.13999999999999,0,0.21,76.74,5397
B3022,west,0.0,0,0,0,5398
B3022,roofs,69.56,1,0.8,55.648,5399
B1336,north,294.0,0,0.21,232.26,5400
B1336,east,190.7,0,0.21,150.65,5401
B1336,south,272.47,0,0.21,215.25,5402
B1336,west,207.91,0,0.21,164.25,5403
B1336,roofs,214.38,1,0.8,171.50400000000002,5404
B3172,north,107.53,0,0.21,84.95,5405
B3172,east,102.85,0,0.21,81.25,5406
B3172,south,0.0,0,0,0,5407
B3172,west,104.63,0,0.21,82.66,5408
B3172,roofs,71.79,1,0.8,57.43200000000001,5409
B3557,north,111.28,0,0.21,87.91,5410
B3557,east,64.52,0,0.21,50.97,5411
B3557,south,174.16,0,0.21,137.59,5412
B3557,west,196.45,0,0.21,155.2,5413
B3557,roofs,163.16,1,0.8,130.528,5414
B1713,north,115.26,0,0.21,91.06,5415
B1713,east,100.38,0,0.21,79.3,5416
B1713,south,115.80000000000001,0,0.21,91.48,5417
B1713,west,133.78,0,0.21,105.69,5418
B1713,roofs,107.36,1,0.8,85.888,5419
B3407,north,459.95000000000005,0,0.21,363.36,5420
B3407,east,67.3,0,0.21,53.17,5421
B3407,south,462.04999999999995,0,0.21,365.02,5422
B3407,west,0.0,0,0,0,5423
B3407,roofs,223.73,1,0.8,178.984,5424
B1643,north,247.78,0,0.21,195.75,5425
B1643,east,145.49,0,0.21,114.94,5426
B1643,south,247.78,0,0.21,195.75,5427
B1643,west,145.49,0,0.21,114.94,5428
B1643,roofs,160.23,1,0.8,128.184,5429
B2791,north,184.26999999999998,0,0.21,145.57,5430
B2791,east,148.67000000000002,0,0.21,117.45,5431
B2791,south,184.4,0,0.21,145.68,5432
B2791,west,76.59,0,0.21,60.51,5433
B2791,roofs,121.71,1,0.8,97.368,5434
B2155,north,255.20000000000002,0,0.21,201.61,5435
B2155,east,142.72,0,0.21,112.75,5436
B2155,south,255.20000000000002,0,0.21,201.61,5437
B2155,west,142.72,0,0.21,112.75,5438
B2155,roofs,161.88,1,0.8,129.504,5439
B2570,north,253.49,0,0.15,215.47,5440
B2570,east,265.33,0,0.15,225.53,5441
B2570,south,302.28999999999996,0,0.15,256.95,5442
B2570,west,212.27,0,0.15,180.43,5443
B2570,roofs,292.05,1,0.8,233.64000000000001,5444
B2908,north,238.36,0,0.25,178.77,5445
B2908,east,90.04,0,0.25,67.53,5446
B2908,south,238.43,0,0.25,178.82,5447
B2908,west,45.489999999999995,0,0.25,34.12,5448
B2908,roofs,173.61,1,0.8,138.888,5449
B2858,north,0.0,0,0,0,5450
B2858,east,225.39,0,0.21,178.06,5451
B2858,south,207.47,0,0.21,163.9,5452
B2858,west,227.48000000000002,0,0.21,179.71,5453
B2858,roofs,215.56,1,0.8,172.448,5454
B2012,north,183.13,0,0.21,144.67,5455
B2012,east,287.24,0,0.21,226.92,5456
B2012,south,183.10000000000002,0,0.21,144.65,5457
B2012,west,287.41,0,0.21,227.05,5458
B2012,roofs,233.84,1,0.8,187.072,5459
B2437,north,852.48,0,0.15,724.61,5460
B2437,east,550.0600000000001,0,0.15,467.55,5461
B2437,south,852.42,0,0.15,724.56,5462
B2437,west,550.21,0,0.15,467.68,5463
B2437,roofs,913.25,1,0.8,730.6,5464
B2567,north,196.52,0,0.21,155.25,5465
B2567,east,215.32,0,0.21,170.1,5466
B2567,south,0.0,0,0,0,5467
B2567,west,215.32,0,0.21,170.1,5468
B2567,roofs,188.06,1,0.8,150.448,5469
B1090,north,0.0,0,0,0,5470
B1090,east,116.42,0,0.21,91.97,5471
B1090,south,123.09,0,0.21,97.24,5472
B1090,west,116.28,0,0.21,91.86,5473
B1090,roofs,63.63,1,0.8,50.904,5474
B3035,north,94.53,0,0.21,74.68,5475
B3035,east,0.0,0,0,0,5476
B3035,south,94.61,0,0.21,74.74,5477
B3035,west,102.32,0,0.21,80.83,5478
B3035,roofs,67.18,1,0.8,53.74400000000001,5479
B1271,north,115.99,0,0.21,91.63,5480
B1271,east,64.0,0,0.21,50.56,5481
B1271,south,0.0,0,0,0,5482
B1271,west,64.05,0,0.21,50.6,5483
B1271,roofs,51.59,1,0.8,41.272000000000006,5484
B3165,north,76.66,0,0.21,60.56,5485
B3165,east,146.16,0,0.21,115.47,5486
B3165,south,0.0,0,0,0,5487
B3165,west,146.48,0,0.21,115.72,5488
B3165,roofs,87.7,1,0.8,70.16000000000001,5489
B1704,north,0.0,0,0,0,5490
B1704,east,277.34,0,0.21,219.1,5491
B1704,south,150.43,0,0.21,118.84,5492
B1704,west,277.27,0,0.21,219.04,5493
B1704,roofs,185.46,1,0.8,148.36800000000002,5494
B1654,north,767.6600000000001,0,0.21,606.45,5495
B1654,east,366.58000000000004,0,0.21,289.6,5496
B1654,south,459.72,0,0.21,363.18,5497
B1654,west,724.86,0,0.21,572.64,5498
B1654,roofs,464.84,1,0.8,371.872,5499
B3269,north,0.0,0,0,0,5500
B3269,east,81.17999999999999,0,0.21,64.13,5501
B3269,south,0.0,0,0,0,5502
B3269,west,81.17999999999999,0,0.21,64.13,5503
B3269,roofs,50.82,1,0.8,40.656000000000006,5504
B1408,north,162.04,0,0.21,128.01,5505
B1408,east,90.85,0,0.21,71.77,5506
B1408,south,162.04,0,0.21,128.01,5507
B1408,west,90.85,0,0.21,71.77,5508
B1408,roofs,181.75,1,0.8,145.4,5509
B1558,north,617.34,0,0.15,524.74,5510
B1558,east,285.04,0,0.15,242.28,5511
B1558,south,681.85,0,0.15,579.57,5512
B1558,west,320.95,0,0.15,272.81,5513
B1558,roofs,549.86,1,0.8,439.88800000000003,5514
B1937,north,0.0,0,0,0,5515
B1937,east,273.77,0,0.21,216.28,5516
B1937,south,0.0,0,0,0,5517
B1937,west,271.92,0,0.21,214.82,5518
B1937,roofs,245.96,1,0.8,196.76800000000003,5519
B3851,north,247.6,0,0.25,185.7,5520
B3851,east,0.0,0,0,0,5521
B3851,south,247.48000000000002,0,0.25,185.61,5522
B3851,west,193.16,0,0.25,144.87,5523
B3851,roofs,147.6,1,0.8,118.08,5524
B3901,north,250.58,0,0.21,197.96,5525
B3901,east,147.95,0,0.21,116.88,5526
B3901,south,250.68,0,0.21,198.04,5527
B3901,west,0.0,0,0,0,5528
B3901,roofs,160.48,1,0.8,128.384,5529
B3732,north,0.0,0,0,0,5530
B3732,east,64.05,0,0.21,50.6,5531
B3732,south,0.0,0,0,0,5532
B3732,west,64.05,0,0.21,50.6,5533
B3732,roofs,51.59,1,0.8,41.272000000000006,5534
B1576,north,145.15,0,0.21,114.67,5535
B1576,east,270.77,0,0.21,213.91,5536
B1576,south,0.0,0,0,0,5537
B1576,west,270.63,0,0.21,213.8,5538
B1576,roofs,174.58,1,0.8,139.66400000000002,5539
B1153,north,192.48000000000002,0,0.21,152.06,5540
B1153,east,174.32999999999998,0,0.21,137.72,5541
B1153,south,192.48000000000002,0,0.21,152.06,5542
B1153,west,174.32999999999998,0,0.21,137.72,5543
B1153,roofs,149.13,1,0.8,119.304,5544
B3247,north,0.0,0,0,0,5545
B3247,east,213.25,0,0.16,179.13,5546
B3247,south,0.0,0,0,0,5547
B3247,west,216.07,0,0.16,181.5,5548
B3247,roofs,113.37,1,0.8,90.69600000000001,5549
B1919,north,367.55,0,0.15,312.42,5550
B1919,east,306.85,0,0.15,260.82,5551
B1919,south,562.53,0,0.15,478.15,5552
B1919,west,0.0,0,0,0,5553
B1919,roofs,278.06,1,0.8,222.448,5554
B1849,north,109.97999999999999,0,0.21,86.88,5555
B1849,east,151.54,0,0.21,119.72,5556
B1849,south,109.97999999999999,0,0.21,86.88,5557
B1849,west,151.54,0,0.21,119.72,5558
B1849,roofs,115.74,1,0.8,92.592,5559
B1797,north,304.90999999999997,0,0.21,240.88,5560
B1797,east,326.56,0,0.21,257.98,5561
B1797,south,285.90000000000003,0,0.21,225.86,5562
B1797,west,341.64,0,0.21,269.9,5563
B1797,roofs,289.01,1,0.8,231.208,5564
B2645,north,156.51,0,0.16,131.47,5565
B2645,east,128.92000000000002,0,0.16,108.29,5566
B2645,south,135.38,0,0.16,113.72,5567
B2645,west,280.86,0,0.16,235.92,5568
B2645,roofs,146.39,1,0.8,117.112,5569
B2081,north,182.99,0,0.21,144.56,5570
B2081,east,565.22,0,0.21,446.52,5571
B2081,south,181.71,0,0.21,143.55,5572
B2081,west,565.33,0,0.21,446.61,5573
B2081,roofs,318.14,1,0.8,254.512,5574
B2926,north,145.22,0,0.21,114.72,5575
B2926,east,73.54,0,0.21,58.1,5576
B2926,south,102.16,0,0.21,80.71,5577
B2926,west,0.0,0,0,0,5578
B2926,roofs,69.84,1,0.8,55.87200000000001,5579
B2876,north,69.22,0,0.21,54.68,5580
B2876,east,111.33,0,0.21,87.95,5581
B2876,south,69.3,0,0.21,54.75,5582
B2876,west,0.0,0,0,0,5583
B2876,roofs,53.52,1,0.8,42.816,5584
B4164,north,309.39,0,0.21,244.42,5585
B4164,east,142.51,0,0.21,112.58,5586
B4164,south,309.63,0,0.21,244.61,5587
B4164,west,189.37,0,0.21,149.6,5588
B4164,roofs,1310.66,1,0.8,1048.528,5589
B4034,north,35.22,0,0.21,27.82,5590
B4034,east,101.61,0,0.21,80.27,5591
B4034,south,99.89,0,0.21,78.91,5592
B4034,west,100.94,0,0.21,79.74,5593
B4034,roofs,76.49,1,0.8,61.192,5594
B2549,north,255.89000000000001,0,0.21,202.15,5595
B2549,east,131.53,0,0.21,103.91,5596
B2549,south,260.24,0,0.21,205.59,5597
B2549,west,147.25,0,0.21,116.33,5598
B2549,roofs,159.71,1,0.8,127.76800000000001,5599
B2931,north,240.13,0,0.21,189.7,5600
B2931,east,135.46,0,0.21,107.01,5601
B2931,south,217.82000000000002,0,0.21,172.08,5602
B2931,west,133.56,0,0.21,105.51,5603
B2931,roofs,212.37,1,0.8,169.89600000000002,5604
B2861,north,124.97,0,0.21,98.73,5605
B2861,east,0.0,0,0,0,5606
B2861,south,102.65,0,0.21,81.09,5607
B2861,west,84.27,0,0.21,66.57,5608
B2861,roofs,70.11,1,0.8,56.088,5609
B2702,north,202.14999999999998,0,0.21,159.7,5610
B2702,east,228.51000000000002,0,0.21,180.52,5611
B2702,south,0.0,0,0,0,5612
B2702,west,228.35000000000002,0,0.21,180.4,5613
B2702,roofs,205.27,1,0.8,164.216,5614
B2652,north,394.20000000000005,0,0.21,311.42,5615
B2652,east,154.94,0,0.21,122.4,5616
B2652,south,394.15999999999997,0,0.21,311.39,5617
B2652,west,149.9,0,0.21,118.42,5618
B2652,roofs,417.21,1,0.8,333.76800000000003,5619
B2277,north,530.9300000000001,0,0.15,451.29,5620
B2277,east,466.92,0,0.15,396.88,5621
B2277,south,530.9300000000001,0,0.15,451.29,5622
B2277,west,466.92,0,0.15,396.88,5623
B2277,roofs,340.05,1,0.8,272.04,5624
B2096,north,141.84,0,0.16,119.15,5625
B2096,east,289.2,0,0.16,242.93,5626
B2096,south,307.23,0,0.16,258.07,5627
B2096,west,282.76,0,0.16,237.52,5628
B2096,roofs,185.36,1,0.8,148.288,5629
B1431,north,141.84,0,0.21,112.05,5630
B1431,east,224.91,0,0.21,177.68,5631
B1431,south,0.0,0,0,0,5632
B1431,west,329.05999999999995,0,0.21,259.96,5633
B1431,roofs,127.82,1,0.8,102.256,5634
B3675,north,268.35,0,0.16,225.41,5635
B3675,east,0.0,0,0,0,5636
B3675,south,267.58000000000004,0,0.16,224.77,5637
B3675,west,119.69,0,0.16,100.54,5638
B3675,roofs,426.87,1,0.8,341.49600000000004,5639
B1561,north,184.76,0,0.21,145.96,5640
B1561,east,275.77,0,0.21,217.86,5641
B1561,south,168.63,0,0.21,133.22,5642
B1561,west,108.86,0,0.21,86.0,5643
B1561,roofs,216.61,1,0.8,173.288,5644
B3725,north,0.0,0,0,0,5645
B3725,east,64.82,0,0.21,51.21,5646
B3725,south,113.28999999999999,0,0.21,89.5,5647
B3725,west,64.87,0,0.21,51.25,5648
B3725,roofs,51.0,1,0.8,40.800000000000004,5649
B3300,north,0.0,0,0,0,5650
B3300,east,717.86,0,0.21,567.11,5651
B3300,south,0.0,0,0,0,5652
B3300,west,717.86,0,0.21,567.11,5653
B3300,roofs,1032.29,1,0.8,825.832,5654
B1144,north,169.10999999999999,0,0.21,133.6,5655
B1144,east,186.14000000000001,0,0.21,147.05,5656
B1144,south,180.27999999999997,0,0.21,142.42,5657
B1144,west,0.0,0,0,0,5658
B1144,roofs,97.66,1,0.8,78.128,5659
B3250,north,219.27999999999997,0,0.16,184.2,5660
B3250,east,0.0,0,0,0,5661
B3250,south,217.44,0,0.16,182.65,5662
B3250,west,0.0,0,0,0,5663
B3250,roofs,116.22,1,0.8,92.976,5664
B3846,north,81.21,0,0.21,64.16,5665
B3846,east,85.08,0,0.21,67.21,5666
B3846,south,81.21,0,0.21,64.16,5667
B3846,west,0.0,0,0,0,5668
B3846,roofs,85.3,1,0.8,68.24,5669
B3916,north,0.0,0,0,0,5670
B3916,east,383.36,0,0.25,287.52,5671
B3916,south,0.0,0,0,0,5672
B3916,west,379.83,0,0.25,284.87,5673
B3916,roofs,241.76,1,0.8,193.40800000000002,5674
B3579,north,391.87,0,0.21,309.58,5675
B3579,east,192.42,0,0.21,152.01,5676
B3579,south,415.48,0,0.21,328.23,5677
B3579,west,506.71000000000004,0,0.21,400.3,5678
B3579,roofs,325.9,1,0.8,260.71999999999997,5679
B1248,north,227.13,0,0.21,179.43,5680
B1248,east,0.0,0,0,0,5681
B1248,south,227.20000000000002,0,0.21,179.49,5682
B1248,west,161.72,0,0.21,127.76,5683
B1248,roofs,233.46,1,0.8,186.76800000000003,5684
B1318,north,373.86,0,0.21,295.35,5685
B1318,east,239.14,0,0.21,188.92,5686
B1318,south,254.21,0,0.21,200.83,5687
B1318,west,254.32,0,0.21,200.91,5688
B1318,roofs,230.28,1,0.8,184.22400000000002,5689
B3996,north,141.57,0,0.21,111.84,5690
B3996,east,0.0,0,0,0,5691
B3996,south,149.51,0,0.21,118.11,5692
B3996,west,156.49,0,0.21,123.63,5693
B3996,roofs,98.45,1,0.8,78.76,5694
B3718,north,0.0,0,0,0,5695
B3718,east,64.56,0,0.21,51.0,5696
B3718,south,0.0,0,0,0,5697
B3718,west,64.44,0,0.21,50.91,5698
B3718,roofs,51.57,1,0.8,41.256,5699
B3648,north,0.0,0,0,0,5700
B3648,east,73.18,0,0.15,62.2,5701
B3648,south,0.0,0,0,0,5702
B3648,west,73.32,0,0.15,62.32,5703
B3648,roofs,69.25,1,0.8,55.400000000000006,5704
B1933,north,140.18,0,0.16,117.75,5705
B1933,east,0.0,0,0,0,5706
B1933,south,235.1,0,0.16,197.48,5707
B1933,west,95.11,0,0.16,79.89,5708
B1933,roofs,92.51,1,0.8,74.00800000000001,5709
B3161,north,100.59,0,0.21,79.47,5710
B3161,east,98.84,0,0.21,78.08,5711
B3161,south,0.0,0,0,0,5712
B3161,west,98.77,0,0.21,78.03,5713
B3161,roofs,69.07,1,0.8,55.256,5714
B1325,north,211.95,0,0.16,178.04,5715
B1325,east,40.37,0,0.16,33.91,5716
B1325,south,212.1,0,0.16,178.16,5717
B1325,west,287.54,0,0.16,241.53,5718
B1325,roofs,137.03,1,0.8,109.62400000000001,5719
B3031,north,93.67,0,0.21,74.0,5720
B3031,east,102.57,0,0.21,81.03,5721
B3031,south,93.75,0,0.21,74.06,5722
B3031,west,0.0,0,0,0,5723
B3031,roofs,66.76,1,0.8,53.40800000000001,5724
B1275,north,234.81,0,0.21,185.5,5725
B1275,east,0.0,0,0,0,5726
B1275,south,226.93,0,0.21,179.27,5727
B1275,west,184.8,0,0.21,145.99,5728
B1275,roofs,130.92,1,0.8,104.73599999999999,5729
B1650,north,178.14,0,0.21,140.73,5730
B1650,east,38.56,0,0.21,30.46,5731
B1650,south,127.66,0,0.21,100.85,5732
B1650,west,131.19,0,0.21,103.64,5733
B1650,roofs,136.65,1,0.8,109.32000000000001,5734
B1700,north,108.32,0,0.21,85.57,5735
B1700,east,95.05000000000001,0,0.21,75.09,5736
B1700,south,108.32,0,0.21,85.57,5737
B1700,west,95.05000000000001,0,0.21,75.09,5738
B1700,roofs,71.5,1,0.8,57.2,5739
B2782,north,647.88,0,0.25,485.91,5740
B2782,east,462.43,0,0.25,346.82,5741
B2782,south,495.64,0,0.25,371.73,5742
B2782,west,311.09,0,0.25,233.32,5743
B2782,roofs,640.57,1,0.8,512.456,5744
B2016,north,333.63,0,0.15,283.59,5745
B2016,east,236.25,0,0.15,200.81,5746
B2016,south,333.53,0,0.15,283.5,5747
B2016,west,236.16000000000003,0,0.15,200.74,5748
B2016,roofs,243.19,1,0.8,194.55200000000002,5749
B2563,north,232.9,0,0.21,183.99,5750
B2563,east,213.61,0,0.21,168.75,5751
B2563,south,232.95999999999998,0,0.21,184.04,5752
B2563,west,0.0,0,0,0,5753
B2563,roofs,221.22,1,0.8,176.976,5754
B2728,north,199.63,0,0.21,157.71,5755
B2728,east,135.2,0,0.21,106.81,5756
B2728,south,199.63,0,0.21,157.71,5757
B2728,west,0.0,0,0,0,5758
B2728,roofs,187.45,1,0.8,149.96,5759
B4009,north,215.23000000000002,0,0.21,170.03,5760
B4009,east,0.0,0,0,0,5761
B4009,south,215.22000000000003,0,0.21,170.02,5762
B4009,west,148.68,0,0.21,117.46,5763
B4009,roofs,142.14,1,0.8,113.71199999999999,5764
B4159,north,120.82000000000001,0,0.15,102.7,5765
B4159,east,126.28,0,0.15,107.34,5766
B4159,south,0.0,0,0,0,5767
B4159,west,126.32000000000001,0,0.15,107.37,5768
B4159,roofs,106.01,1,0.8,84.808,5769
B2001,north,105.67999999999999,0,0.21,83.49,5770
B2001,east,107.08999999999999,0,0.21,84.6,5771
B2001,south,105.67999999999999,0,0.21,83.49,5772
B2001,west,107.08999999999999,0,0.21,84.6,5773
B2001,roofs,78.59,1,0.8,62.87200000000001,5774
B2151,north,26.01,0,0.25,19.51,5775
B2151,east,36.17,0,0.25,27.13,5776
B2151,south,26.01,0,0.25,19.51,5777
B2151,west,36.0,0,0.25,27.0,5778
B2151,roofs,104.3,1,0.8,83.44,5779
B2574,north,144.66,0,0.21,114.28,5780
B2574,east,316.72,0,0.21,250.21,5781
B2574,south,0.0,0,0,0,5782
B2574,west,279.76,0,0.21,221.01,5783
B2574,roofs,191.71,1,0.8,153.36800000000002,5784
B1083,north,0.0,0,0,0,5785
B1083,east,106.48,0,0.21,84.12,5786
B1083,south,107.39999999999999,0,0.21,84.85,5787
B1083,west,101.61,0,0.21,80.27,5788
B1083,roofs,64.45,1,0.8,51.56,5789
B1332,north,154.61,0,0.21,122.14,5790
B1332,east,240.27,0,0.21,189.81,5791
B1332,south,154.66,0,0.21,122.18,5792
B1332,west,240.10000000000002,0,0.21,189.68,5793
B1332,roofs,165.07,1,0.8,132.056,5794
B3176,north,152.19,0,0.21,120.23,5795
B3176,east,103.05,0,0.21,81.41,5796
B3176,south,57.39,0,0.21,45.34,5797
B3176,west,103.05,0,0.21,81.41,5798
B3176,roofs,89.16,1,0.8,71.328,5799
B1262,north,0.0,0,0,0,5800
B1262,east,64.07,0,0.21,50.62,5801
B1262,south,0.0,0,0,0,5802
B1262,west,64.07,0,0.21,50.62,5803
B1262,roofs,50.94,1,0.8,40.752,5804
B3026,north,94.82,0,0.21,74.91,5805
B3026,east,0.0,0,0,0,5806
B3026,south,94.82,0,0.21,74.91,5807
B3026,west,103.06,0,0.21,81.42,5808
B3026,roofs,67.92,1,0.8,54.336000000000006,5809
B1999,north,179.9,0,0.21,142.12,5810
B1999,east,171.23000000000002,0,0.21,135.27,5811
B1999,south,179.9,0,0.21,142.12,5812
B1999,west,171.23000000000002,0,0.21,135.27,5813
B1999,roofs,95.07,1,0.8,76.056,5814
B1647,north,206.81,0,0.21,163.38,5815
B1647,east,133.53,0,0.21,105.49,5816
B1647,south,207.95999999999998,0,0.21,164.29,5817
B1647,west,111.33999999999999,0,0.21,87.96,5818
B1647,roofs,293.27,1,0.8,234.61599999999999,5819
B3553,north,297.33,0,0.15,252.73,5820
B3553,east,445.56,0,0.15,378.73,5821
B3553,south,57.94,0,0.15,49.25,5822
B3553,west,289.02,0,0.15,245.67,5823
B3553,roofs,231.51,1,0.8,185.208,5824
B1717,north,370.91999999999996,0,0.21,293.03,5825
B1717,east,148.29000000000002,0,0.21,117.15,5826
B1717,south,551.67,0,0.21,435.82,5827
B1717,west,375.09999999999997,0,0.21,296.33,5828
B1717,roofs,466.18,1,0.8,372.944,5829
B3981,north,0.0,0,0,0,5830
B3981,east,278.39,0,0.21,219.93,5831
B3981,south,0.0,0,0,0,5832
B3981,west,278.41999999999996,0,0.21,219.95,5833
B3981,roofs,186.93,1,0.8,149.544,5834
B3912,north,441.47,0,0.25,331.1,5835
