Building,type,Area,Roof,WWR,useful_area,SurfaceIndex
B1022,roofs,231.07,1,0.8,184.856,1229
B3266,north,243.06,0,0.21,192.02,1230
B3266,east,169.76000000000002,0,0.21,134.11,1231
B3266,south,242.72,0,0.21,191.75,1232
B3266,west,0.0,0,0,0,1233
B3266,roofs,175.71,1,0.8,140.568,1234
B3643,north,0.0,0,0,0,1235
B3643,east,73.19,0,0.15,62.21,1236
B3643,south,136.11,0,0.15,115.69,1237
B3643,west,73.18,0,0.15,62.2,1238
B3643,roofs,69.19,1,0.8,55.352000000000004,1239
B1407,north,73.34,0,0.21,57.94,1240
B1407,east,103.42,0,0.21,81.7,1241
B1407,south,73.39,0,0.21,57.98,1242
B1407,west,103.33,0,0.21,81.63,1243
B1407,roofs,93.63,1,0.8,74.904,1244
B3713,north,0.0,0,0,0,1245
B3713,east,64.13,0,0.21,50.66,1246
B3713,south,114.49000000000001,0,0.21,90.45,1247
B3713,west,64.01,0,0.21,50.57,1248
B3713,roofs,50.92,1,0.8,40.736000000000004,1249
B1557,north,427.03000000000003,0,0.15,362.98,1250
B1557,east,371.13,0,0.15,315.46,1251
B1557,south,489.02,0,0.15,415.67,1252
B1557,west,648.76,0,0.15,551.45,1253
B1557,roofs,561.25,1,0.8,449.0,1254
B1985,north,26.11,0,0.21,20.63,1255
B1985,east,81.35,0,0.21,64.27,1256
B1985,south,26.1,0,0.21,20.62,1257
B1985,west,80.85,0,0.21,63.87,1258
B1985,roofs,235.21,1,0.8,188.168,1259
B3870,north,198.75,0,0.21,157.01,1260
B3870,east,258.09,0,0.21,203.89,1261
B3870,south,49.42,0,0.21,39.04,1262
B3870,west,247.95999999999998,0,0.21,195.89,1263
B3870,roofs,193.84,1,0.8,155.072,1264
B3920,north,248.04,0,0.16,208.35,1265
B3920,east,193.0,0,0.16,162.12,1266
B3920,south,182.69,0,0.16,153.46,1267
B3920,west,354.48,0,0.16,297.76,1268
B3920,roofs,183.8,1,0.8,147.04000000000002,1269
B1269,north,116.6,0,0.21,92.11,1270
B1269,east,63.96,0,0.21,50.53,1271
B1269,south,0.0,0,0,0,1272
B1269,west,63.09,0,0.21,49.84,1273
B1269,roofs,51.25,1,0.8,41.0,1274
B1992,north,234.76,0,0.16,197.2,1275
B1992,east,124.77000000000001,0,0.16,104.81,1276
B1992,south,251.17,0,0.16,210.98,1277
B1992,west,123.56,0,0.16,103.79,1278
B1992,roofs,174.01,1,0.8,139.208,1279
B1339,north,418.11,0,0.21,330.31,1280
B1339,east,150.26,0,0.21,118.71,1281
B1339,south,411.08,0,0.21,324.75,1282
B1339,west,148.76,0,0.21,117.52,1283
B1339,roofs,275.29,1,0.8,220.23200000000003,1284
B1088,north,0.0,0,0,0,1285
B1088,east,115.52000000000001,0,0.21,91.26,1286
B1088,south,135.98,0,0.21,107.42,1287
B1088,west,114.77000000000001,0,0.21,90.67,1288
B1088,roofs,66.19,1,0.8,52.952,1289
B1384,north,238.8,0,0.21,188.65,1290
B1384,east,0.0,0,0,0,1291
B1384,south,238.67000000000002,0,0.21,188.55,1292
B1384,west,146.68,0,0.21,115.88,1293
B1384,roofs,157.99,1,0.8,126.39200000000001,1294
B3321,north,0.0,0,0,0,1295
B3321,east,217.0,0,0.21,171.43,1296
B3321,south,114.99000000000001,0,0.21,90.84,1297
B3321,west,217.04000000000002,0,0.21,171.46,1298
B3321,roofs,169.15,1,0.8,135.32000000000002,1299
B1165,north,482.45,0,0.15,410.08,1300
B1165,east,122.72,0,0.15,104.31,1301
B1165,south,484.37,0,0.15,411.71,1302
B1165,west,162.34,0,0.15,137.99,1303
B1165,roofs,295.67,1,0.8,236.53600000000003,1304
B3271,north,0.0,0,0,0,1305
B3271,east,82.33000000000001,0,0.21,65.04,1306
B3271,south,0.0,0,0,0,1307
B3271,west,82.33000000000001,0,0.21,65.04,1308
B3271,roofs,51.54,1,0.8,41.232,1309
B1410,north,76.76,0,0.21,60.64,1310
B1410,east,173.96,0,0.21,137.43,1311
B1410,south,101.75,0,0.21,80.38,1312
B1410,west,173.89000000000001,0,0.21,137.37,1313
B1410,roofs,123.25,1,0.8,98.60000000000001,1314
B1540,north,254.94,0,0.21,201.4,1315
B1540,east,100.67,0,0.21,79.53,1316
B1540,south,254.94,0,0.21,201.4,1317
B1540,west,134.23000000000002,0,0.21,106.04,1318
B1540,roofs,237.64,1,0.8,190.112,1319
B3704,north,261.14,0,0.21,206.3,1320
B3704,east,0.0,0,0,0,1321
B3704,south,261.03000000000003,0,0.21,206.21,1322
B3704,west,0.0,0,0,0,1323
B3704,roofs,146.59,1,0.8,117.272,1324
B2492,north,640.71,0,0.15,544.6,1325
B2492,east,257.61,0,0.15,218.97,1326
B2492,south,610.09,0,0.15,518.58,1327
B2492,west,0.0,0,0,0,1328
B2492,roofs,362.53,1,0.8,290.024,1329
B2723,north,0.0,0,0,0,1330
B2723,east,227.51,0,0.21,179.73,1331
B2723,south,159.23000000000002,0,0.21,125.79,1332
B2723,west,226.81,0,0.21,179.18,1333
B2723,roofs,236.22,1,0.8,188.976,1334
B2673,north,150.51999999999998,0,0.21,118.91,1335
B2673,east,274.25,0,0.21,216.66,1336
B2673,south,0.0,0,0,0,1337
B2673,west,274.25,0,0.21,216.66,1338
B2673,roofs,183.46,1,0.8,146.768,1339
B4152,north,852.23,0,0.15,724.4,1340
B4152,east,40.01,0,0.15,34.01,1341
B4152,south,0.0,0,0,0,1342
B4152,west,39.879999999999995,0,0.15,33.9,1343
B4152,roofs,236.41,1,0.8,189.12800000000001,1344
B4002,north,168.99,0,0.21,133.5,1345
B4002,east,0.0,0,0,0,1346
B4002,south,179.19,0,0.21,141.56,1347
B4002,west,187.44,0,0.21,148.08,1348
B4002,roofs,97.64,1,0.8,78.11200000000001,1349
B2910,north,60.660000000000004,0,0.21,47.92,1350
B2910,east,85.19,0,0.21,67.3,1351
B2910,south,60.620000000000005,0,0.21,47.89,1352
B2910,west,56.77,0,0.21,44.85,1353
B2910,roofs,143.49,1,0.8,114.79200000000002,1354
B2840,north,164.52999999999997,0,0.21,129.98,1355
B2840,east,302.76,0,0.21,239.18,1356
B2840,south,127.78,0,0.21,100.95,1357
B2840,west,304.9,0,0.21,240.87,1358
B2840,roofs,273.02,1,0.8,218.416,1359
B2984,north,201.56,0,0.21,159.23,1360
B2984,east,0.0,0,0,0,1361
B2984,south,193.37,0,0.21,152.76,1362
B2984,west,133.05,0,0.21,105.11,1363
B2984,roofs,182.4,1,0.8,145.92000000000002,1364
B2023,north,295.84000000000003,0,0.21,233.71,1365
B2023,east,481.54,0,0.21,380.42,1366
B2023,south,208.61,0,0.21,164.8,1367
B2023,west,541.9,0,0.21,428.1,1368
B2023,roofs,290.86,1,0.8,232.68800000000002,1369
B2173,north,355.11,0,0.21,280.54,1370
B2173,east,185.95,0,0.21,146.9,1371
B2173,south,304.38,0,0.21,240.46,1372
B2173,west,192.85,0,0.21,152.35,1373
B2173,roofs,186.87,1,0.8,149.496,1374
B1310,north,155.32,0,0.21,122.7,1375
B1310,east,240.9,0,0.21,190.31,1376
B1310,south,155.35,0,0.21,122.73,1377
B1310,west,240.75,0,0.21,190.19,1378
B1310,roofs,166.26,1,0.8,133.008,1379
B3004,north,627.37,0,0.21,495.62,1380
B3004,east,715.63,0,0.21,565.35,1381
B3004,south,50.09,0,0.21,39.57,1382
B3004,west,574.6600000000001,0,0.21,453.98,1383
B3004,roofs,576.61,1,0.8,461.288,1384
B1240,north,166.7,0,0.21,131.69,1385
B1240,east,161.72,0,0.21,127.76,1386
B1240,south,166.7,0,0.21,131.69,1387
B1240,west,161.72,0,0.21,127.76,1388
B1240,roofs,119.81,1,0.8,95.84800000000001,1389
B1665,north,168.39999999999998,0,0.15,143.14,1390
B1665,east,160.38,0,0.15,136.32,1391
B1665,south,168.39999999999998,0,0.15,143.14,1392
B1665,west,160.38,0,0.15,136.32,1393
B1665,roofs,83.35,1,0.8,66.67999999999999,1394
B3421,north,166.25,0,0.21,131.34,1395
B3421,east,375.61,0,0.21,296.73,1396
B3421,south,0.0,0,0,0,1397
B3421,west,392.76,0,0.21,310.28,1398
B3421,roofs,201.69,1,0.8,161.352,1399
B1735,north,228.45,0,0.16,191.9,1400
B1735,east,141.9,0,0.16,119.2,1401
B1735,south,137.44,0,0.16,115.45,1402
B1735,west,68.85,0,0.16,57.83,1403
B1735,roofs,98.14,1,0.8,78.512,1404
B3571,north,378.19,0,0.15,321.46,1405
B3571,east,451.34999999999997,0,0.15,383.65,1406
B3571,south,333.90999999999997,0,0.15,283.82,1407
B3571,west,522.98,0,0.15,444.53,1408
B3571,roofs,432.6,1,0.8,346.08000000000004,1409
B1484,north,202.75,0,0.21,160.17,1410
B1484,east,204.06,0,0.21,161.21,1411
B1484,south,213.85,0,0.21,168.94,1412
B1484,west,0.0,0,0,0,1413
B1484,roofs,224.56,1,0.8,179.64800000000002,1414
B1856,north,201.13,0,0.21,158.89,1415
B1856,east,0.0,0,0,0,1416
B1856,south,97.82,0,0.21,77.28,1417
B1856,west,0.0,0,0,0,1418
B1856,roofs,66.07,1,0.8,52.855999999999995,1419
B1906,north,377.97,0,0.21,298.6,1420
B1906,east,389.90999999999997,0,0.21,308.03,1421
B1906,south,378.24,0,0.21,298.81,1422
B1906,west,397.63,0,0.21,314.13,1423
B1906,roofs,383.61,1,0.8,306.88800000000003,1424
B3258,north,242.7,0,0.21,191.73,1425
B3258,east,168.46,0,0.21,133.08,1426
B3258,south,242.41,0,0.21,191.5,1427
B3258,west,0.0,0,0,0,1428
B3258,roofs,174.82,1,0.8,139.856,1429
B3308,north,655.72,0,0.15,557.36,1430
B3308,east,169.53,0,0.15,144.1,1431
B3308,south,301.28,0,0.15,256.09,1432
B3308,west,467.58,0,0.15,397.44,1433
B3308,roofs,433.16,1,0.8,346.528,1434
B1569,north,0.0,0,0,0,1435
B1569,east,276.25,0,0.21,218.24,1436
B1569,south,150.8,0,0.21,119.13,1437
B1569,west,276.13,0,0.21,218.14,1438
B1569,roofs,185.03,1,0.8,148.024,1439
B1439,north,149.76,0,0.21,118.31,1440
B1439,east,0.0,0,0,0,1441
B1439,south,195.51,0,0.21,154.45,1442
B1439,west,85.33,0,0.21,67.41,1443
B1439,roofs,72.42,1,0.8,57.93600000000001,1444
B1841,north,119.46000000000001,0,0.15,101.54,1445
B1841,east,166.18,0,0.15,141.25,1446
B1841,south,113.47999999999999,0,0.15,96.46,1447
B1841,west,167.54999999999998,0,0.15,142.42,1448
B1841,roofs,134.64,1,0.8,107.71199999999999,1449
B1911,north,255.48,0,0.15,217.16,1450
B1911,east,262.03,0,0.15,222.73,1451
B1911,south,255.51999999999998,0,0.15,217.19,1452
B1911,west,262.21999999999997,0,0.15,222.89,1453
B1911,roofs,297.66,1,0.8,238.12800000000004,1454
B1307,north,154.9,0,0.21,122.37,1455
B1307,east,240.63,0,0.21,190.1,1456
B1307,south,154.9,0,0.21,122.37,1457
B1307,west,240.63,0,0.21,190.1,1458
B1307,roofs,165.66,1,0.8,132.528,1459
B3143,north,134.73,0,0.25,101.05,1460
B3143,east,0.0,0,0,0,1461
B3143,south,134.8,0,0.25,101.1,1462
B3143,west,0.0,0,0,0,1463
B3143,roofs,212.14,1,0.8,169.712,1464
B1672,north,136.7,0,0.21,107.99,1465
B1672,east,123.32,0,0.21,97.42,1466
B1672,south,136.64000000000001,0,0.21,107.95,1467
B1672,west,123.43,0,0.21,97.51,1468
B1672,roofs,117.09,1,0.8,93.67200000000001,1469
B3566,north,0.0,0,0,0,1470
B3566,east,257.11,0,0.15,218.54,1471
B3566,south,0.0,0,0,0,1472
B3566,west,275.48,0,0.15,234.16,1473
B3566,roofs,292.95,1,0.8,234.36,1474
B1722,north,393.46,0,0.15,334.44,1475
B1722,east,487.11,0,0.15,414.04,1476
B1722,south,400.61,0,0.15,340.52,1477
B1722,west,533.96,0,0.15,453.87,1478
B1722,roofs,420.0,1,0.8,336.0,1479
B3787,north,74.61,0,0.21,58.94,1480
B3787,east,182.38,0,0.21,144.08,1481
B3787,south,0.0,0,0,0,1482
B3787,west,0.0,0,0,0,1483
B3787,roofs,377.1,1,0.8,301.68,1484
B1493,north,281.79,0,0.21,222.61,1485
B1493,east,180.86999999999998,0,0.21,142.89,1486
B1493,south,223.07999999999998,0,0.21,176.23,1487
B1493,west,221.06,0,0.21,174.64,1488
B1493,roofs,506.67,1,0.8,405.336,1489
B3859,north,75.94,0,0.21,59.99,1490
B3859,east,0.0,0,0,0,1491
B3859,south,76.13,0,0.21,60.14,1492
B3859,west,163.28,0,0.21,128.99,1493
B3859,roofs,55.19,1,0.8,44.152,1494
B2034,north,619.64,0,0.21,489.52,1495
B2034,east,203.01,0,0.21,160.38,1496
B2034,south,631.42,0,0.21,498.82,1497
B2034,west,195.26999999999998,0,0.21,154.26,1498
B2034,roofs,553.35,1,0.8,442.68000000000006,1499
B2164,north,415.0,0,0.21,327.85,1500
B2164,east,54.25,0,0.21,42.86,1501
B2164,south,374.29999999999995,0,0.21,295.7,1502
B2164,west,108.49,0,0.21,85.71,1503
B2164,roofs,964.31,1,0.8,771.448,1504
B2541,north,301.24,0,0.15,256.05,1505
B2541,east,625.4100000000001,0,0.15,531.6,1506
B2541,south,330.03999999999996,0,0.15,280.53,1507
B2541,west,583.18,0,0.15,495.7,1508
B2541,roofs,260.73,1,0.8,208.58400000000003,1509
B2385,north,404.37,0,0.21,319.45,1510
B2385,east,33.38,0,0.21,26.37,1511
B2385,south,404.9,0,0.21,319.87,1512
B2385,west,254.28,0,0.21,200.88,1513
B2385,roofs,223.7,1,0.8,178.96,1514
B2089,north,136.57,0,0.21,107.89,1515
B2089,east,108.16,0,0.21,85.45,1516
B2089,south,136.61,0,0.21,107.92,1517
B2089,west,108.03999999999999,0,0.21,85.35,1518
B2089,roofs,102.54,1,0.8,82.03200000000001,1519
B2993,north,0.0,0,0,0,1520
B2993,east,79.47,0,0.21,62.78,1521
B2993,south,104.72,0,0.21,82.73,1522
B2993,west,80.89,0,0.21,63.9,1523
B2993,roofs,95.58,1,0.8,76.464,1524
B2268,north,245.26999999999998,0,0.21,193.76,1525
B2268,east,97.28,0,0.21,76.85,1526
B2268,south,323.96000000000004,0,0.21,255.93,1527
B2268,west,446.91999999999996,0,0.21,353.07,1528
B2268,roofs,567.84,1,0.8,454.27200000000005,1529
B2900,north,284.63,0,0.21,224.86,1530
B2900,east,77.06,0,0.21,60.88,1531
B2900,south,392.01,0,0.21,309.69,1532
B2900,west,42.099999999999994,0,0.21,33.26,1533
B2900,roofs,245.36,1,0.8,196.288,1534
B4012,north,0.0,0,0,0,1535
B4012,east,230.05,0,0.21,181.74,1536
B4012,south,146.48,0,0.21,115.72,1537
B4012,west,230.23,0,0.21,181.88,1538
B4012,roofs,149.78,1,0.8,119.82400000000001,1539
B4142,north,247.23000000000002,0,0.15,210.15,1540
B4142,east,0.0,0,0,0,1541
B4142,south,246.45,0,0.15,209.48,1542
B4142,west,0.0,0,0,0,1543
B4142,roofs,179.8,1,0.8,143.84,1544
B2733,north,205.19,0,0.21,162.1,1545
B2733,east,0.0,0,0,0,1546
B2733,south,268.01,0,0.21,211.73,1547
B2733,west,229.9,0,0.21,181.62,1548
B2733,roofs,197.78,1,0.8,158.22400000000002,1549
B2316,north,299.96,0,0.25,224.97,1550
B2316,east,0.0,0,0,0,1551
B2316,south,300.07,0,0.25,225.05,1552
B2316,west,0.0,0,0,0,1553
B2316,roofs,274.0,1,0.8,219.20000000000002,1554
B1394,north,517.63,0,0.21,408.93,1555
B1394,east,382.46,0,0.21,302.14,1556
B1394,south,796.6700000000001,0,0.21,629.37,1557
B1394,west,416.66,0,0.21,329.16,1558
B1394,roofs,432.03,1,0.8,345.624,1559
B3080,north,619.4300000000001,0,0.21,489.35,1560
B3080,east,209.91000000000003,0,0.21,165.83,1561
B3080,south,634.0600000000001,0,0.21,500.91,1562
B3080,west,213.76999999999998,0,0.21,168.88,1563
B3080,roofs,589.39,1,0.8,471.512,1564
B1550,north,313.76,0,0.15,266.7,1565
B1550,east,202.79000000000002,0,0.15,172.37,1566
B1550,south,176.81,0,0.15,150.29,1567
B1550,west,215.85,0,0.15,183.47,1568
B1550,roofs,333.23,1,0.8,266.584,1569
B3714,north,0.0,0,0,0,1570
B3714,east,64.07,0,0.21,50.62,1571
B3714,south,0.0,0,0,0,1572
B3714,west,64.07,0,0.21,50.62,1573
B3714,roofs,50.91,1,0.8,40.728,1574
B3644,north,0.0,0,0,0,1575
B3644,east,73.32,0,0.15,62.32,1576
B3644,south,0.0,0,0,0,1577
B3644,west,73.32,0,0.15,62.32,1578
B3644,roofs,69.34,1,0.8,55.47200000000001,1579
B3261,north,80.05,0,0.21,63.24,1580
B3261,east,114.42,0,0.21,90.39,1581
B3261,south,80.03999999999999,0,0.21,63.23,1582
B3261,west,0.0,0,0,0,1583
B3261,roofs,50.85,1,0.8,40.68000000000001,1584
B1025,north,168.24,0,0.21,132.91,1585
B1025,east,222.85000000000002,0,0.21,176.05,1586
B1025,south,152.37,0,0.21,120.37,1587
B1025,west,214.37,0,0.21,169.35,1588
B1025,roofs,155.59,1,0.8,124.47200000000001,1589
B1175,north,298.88,0,0.15,254.05,1590
B1175,east,557.88,0,0.15,474.2,1591
B1175,south,258.49,0,0.15,219.72,1592
B1175,west,555.87,0,0.15,472.49,1593
B1175,roofs,412.45,1,0.8,329.96000000000004,1594
B3418,north,0.0,0,0,0,1595
B3418,east,364.53000000000003,0,0.21,287.98,1596
B3418,south,173.75,0,0.21,137.26,1597
B3418,west,350.59000000000003,0,0.21,276.97,1598
B3418,roofs,187.46,1,0.8,149.96800000000002,1599
B3548,north,143.91,0,0.15,122.32,1600
B3548,east,186.54999999999998,0,0.15,158.57,1601
B3548,south,0.0,0,0,0,1602
B3548,west,179.79,0,0.15,152.82,1603
B3548,roofs,164.44,1,0.8,131.552,1604
B1329,north,276.22,0,0.21,218.21,1605
B1329,east,139.09,0,0.21,109.88,1606
B1329,south,302.82,0,0.21,239.23,1607
B1329,west,0.0,0,0,0,1608
B1329,roofs,202.04,1,0.8,161.632,1609
B1279,north,113.22,0,0.21,89.44,1610
B1279,east,64.82,0,0.21,51.21,1611
B1279,south,0.0,0,0,0,1612
B1279,west,64.71,0,0.21,51.12,1613
B1279,roofs,50.93,1,0.8,40.744,1614
B1982,north,0.0,0,0,0,1615
B1982,east,136.59,0,0.21,107.91,1616
B1982,south,159.14,0,0.21,125.72,1617
B1982,west,262.06,0,0.21,207.03,1618
B1982,roofs,129.92,1,0.8,103.93599999999999,1619
B3927,north,0.0,0,0,0,1620
B3927,east,325.65999999999997,0,0.21,257.27,1621
B3927,south,0.0,0,0,0,1622
B3927,west,181.72,0,0.21,143.56,1623
B3927,roofs,131.52,1,0.8,105.21600000000001,1624
B1098,north,0.0,0,0,0,1625
B1098,east,86.25,0,0.21,68.14,1626
B1098,south,141.53,0,0.21,111.81,1627
B1098,west,86.18,0,0.21,68.08,1628
B1098,roofs,54.25,1,0.8,43.400000000000006,1629
B1995,north,181.22,0,0.21,143.16,1630
B1995,east,147.56,0,0.21,116.57,1631
B1995,south,181.32999999999998,0,0.21,143.25,1632
B1995,west,147.68,0,0.21,116.67,1633
B1995,roofs,118.93,1,0.8,95.144,1634
B3860,north,76.13,0,0.21,60.14,1635
B3860,east,0.0,0,0,0,1636
B3860,south,76.04,0,0.21,60.07,1637
B3860,west,0.0,0,0,0,1638
B3860,roofs,55.21,1,0.8,44.168000000000006,1639
B1383,north,172.56,0,0.21,136.32,1640
B1383,east,261.52,0,0.21,206.6,1641
B1383,south,0.0,0,0,0,1642
B1383,west,261.52,0,0.21,206.6,1643
B1383,roofs,139.28,1,0.8,111.424,1644
B1878,north,65.74,0,0.21,51.93,1645
B1878,east,0.0,0,0,0,1646
B1878,south,65.77,0,0.21,51.96,1647
B1878,west,0.0,0,0,0,1648
B1878,roofs,113.93,1,0.8,91.144,1649
B1928,north,144.32999999999998,0,0.21,114.02,1650
B1928,east,145.71,0,0.21,115.11,1651
B1928,south,129.72,0,0.21,102.48,1652
B1928,west,147.22,0,0.21,116.3,1653
B1928,roofs,88.65,1,0.8,70.92,1654
B3703,north,0.0,0,0,0,1655
B3703,east,64.06,0,0.21,50.61,1656
B3703,south,0.0,0,0,0,1657
B3703,west,63.95,0,0.21,50.52,1658
B3703,roofs,50.87,1,0.8,40.696,1659
B1547,north,104.49,0,0.21,82.55,1660
B1547,east,86.19999999999999,0,0.21,68.1,1661
B1547,south,104.41999999999999,0,0.21,82.49,1662
B1547,west,86.15,0,0.21,68.06,1663
B1547,roofs,62.51,1,0.8,50.008,1664
B1417,north,72.77,0,0.21,57.49,1665
B1417,east,103.71000000000001,0,0.21,81.93,1666
B1417,south,72.82,0,0.21,57.53,1667
B1417,west,103.63000000000001,0,0.21,81.87,1668
B1417,roofs,93.17,1,0.8,74.536,1669
B1162,north,137.62,0,0.21,108.72,1670
B1162,east,154.62,0,0.21,122.15,1671
B1162,south,184.77999999999997,0,0.21,145.98,1672
B1162,west,144.1,0,0.21,113.84,1673
B1162,roofs,98.47,1,0.8,78.77600000000001,1674
B2495,north,515.84,0,0.25,386.88,1675
B2495,east,174.87,0,0.25,131.15,1676
B2495,south,513.13,0,0.25,384.85,1677
B2495,west,170.39000000000001,0,0.25,127.79,1678
B2495,roofs,616.74,1,0.8,493.39200000000005,1679
B2674,north,144.8,0,0.21,114.39,1680
B2674,east,265.04999999999995,0,0.21,209.39,1681
B2674,south,144.52,0,0.21,114.17,1682
B2674,west,257.77,0,0.21,203.64,1683
B2674,roofs,167.11,1,0.8,133.68800000000002,1684
B2724,north,206.96,0,0.21,163.5,1685
B2724,east,0.0,0,0,0,1686
B2724,south,207.04,0,0.21,163.56,1687
B2724,west,0.0,0,0,0,1688
B2724,roofs,194.39,1,0.8,155.512,1689
B4005,north,124.39,0,0.21,98.27,1690
B4005,east,303.02,0,0.21,239.39,1691
B4005,south,0.0,0,0,0,1692
B4005,west,323.87,0,0.21,255.86,1693
B4005,roofs,185.94,1,0.8,148.752,1694
B2799,north,0.0,0,0,0,1695
B2799,east,181.67000000000002,0,0.21,143.52,1696
B2799,south,34.85,0,0.21,27.53,1697
B2799,west,182.70000000000002,0,0.21,144.33,1698
B2799,roofs,186.52,1,0.8,149.216,1699
B2997,north,0.0,0,0,0,1700
B2997,east,100.54,0,0.21,79.43,1701
B2997,south,133.7,0,0.21,105.62,1702
B2997,west,101.88999999999999,0,0.21,80.49,1703
B2997,roofs,87.33,1,0.8,69.864,1704
B2719,north,207.04,0,0.21,163.56,1705
B2719,east,0.0,0,0,0,1706
B2719,south,207.04,0,0.21,163.56,1707
B2719,west,0.0,0,0,0,1708
B2719,roofs,194.4,1,0.8,155.52,1709
B2649,north,164.72,0,0.21,130.13,1710
B2649,east,0.0,0,0,0,1711
B2649,south,166.19,0,0.21,131.29,1712
B2649,west,175.86,0,0.21,138.93,1713
B2649,roofs,118.45,1,0.8,94.76,1714
B2160,north,413.46999999999997,0,0.21,326.64,1715
B2160,east,245.08,0,0.21,193.61,1716
B2160,south,413.46999999999997,0,0.21,326.64,1717
B2160,west,245.08,0,0.21,193.61,1718
B2160,roofs,229.78,1,0.8,183.824,1719
B2545,north,132.8,0,0.15,112.88,1720
B2545,east,156.70999999999998,0,0.15,133.2,1721
B2545,south,132.8,0,0.15,112.88,1722
B2545,west,0.0,0,0,0,1723
B2545,roofs,92.49,1,0.8,73.992,1724
B1253,north,181.96,0,0.21,143.75,1725
B1253,east,163.29999999999998,0,0.21,129.01,1726
B1253,south,181.96,0,0.21,143.75,1727
B1253,west,163.29999999999998,0,0.21,129.01,1728
B1253,roofs,132.07,1,0.8,105.656,1729
B3017,north,95.41999999999999,0,0.21,75.38,1730
B3017,east,0.0,0,0,0,1731
B3017,south,95.35,0,0.21,75.33,1732
B3017,west,101.61,0,0.21,80.27,1733
B3017,roofs,67.27,1,0.8,53.816,1734
B1303,north,422.79,0,0.21,334.0,1735
B1303,east,350.41999999999996,0,0.21,276.83,1736
B1303,south,464.33,0,0.21,366.82,1737
B1303,west,347.92,0,0.21,274.86,1738
B1303,roofs,307.1,1,0.8,245.68000000000004,1739
B3147,north,0.0,0,0,0,1740
B3147,east,284.44,0,0.21,224.71,1741
B3147,south,0.0,0,0,0,1742
B3147,west,283.46000000000004,0,0.21,223.93,1743
B3147,roofs,163.98,1,0.8,131.184,1744
B1726,north,143.47,0,0.21,113.34,1745
B1726,east,65.32000000000001,0,0.21,51.6,1746
B1726,south,143.55,0,0.21,113.4,1747
B1726,west,163.36,0,0.21,129.05,1748
B1726,roofs,104.17,1,0.8,83.33600000000001,1749
B3432,north,519.53,0,0.25,389.65,1750
B3432,east,166.63,0,0.25,124.97,1751
B3432,south,523.2,0,0.25,392.4,1752
B3432,west,37.25,0,0.25,27.94,1753
B3432,roofs,456.92,1,0.8,365.53600000000006,1754
B1676,north,112.28999999999999,0,0.21,88.71,1755
B1676,east,106.91,0,0.21,84.46,1756
B1676,south,112.2,0,0.21,88.64,1757
B1676,west,106.87,0,0.21,84.43,1758
B1676,roofs,83.32,1,0.8,66.65599999999999,1759
B1497,north,491.57,0,0.21,388.34,1760
B1497,east,312.97,0,0.21,247.25,1761
B1497,south,491.6,0,0.21,388.36,1762
B1497,west,317.68,0,0.21,250.97,1763
B1497,roofs,292.25,1,0.8,233.8,1764
B3783,north,97.09,0,0.21,76.7,1765
B3783,east,84.24,0,0.21,66.55,1766
B3783,south,97.06,0,0.21,76.68,1767
B3783,west,0.0,0,0,0,1768
B3783,roofs,56.83,1,0.8,45.464,1769
B1915,north,219.57999999999998,0,0.21,173.47,1770
B1915,east,158.82,0,0.21,125.47,1771
B1915,south,219.65,0,0.21,173.52,1772
B1915,west,158.67,0,0.21,125.35,1773
B1915,roofs,154.95,1,0.8,123.96,1774
B1845,north,86.06,0,0.21,67.99,1775
B1845,east,141.51999999999998,0,0.21,111.8,1776
B1845,south,86.0,0,0.21,67.94,1777
B1845,west,141.43,0,0.21,111.73,1778
B1845,roofs,150.26,1,0.8,120.208,1779
B1902,north,62.650000000000006,0,0.25,46.99,1780
B1902,east,65.03,0,0.25,48.77,1781
B1902,south,62.650000000000006,0,0.25,46.99,1782
B1902,west,65.03,0,0.25,48.77,1783
B1902,roofs,113.18,1,0.8,90.54400000000001,1784
B1852,north,101.22999999999999,0,0.15,86.05,1785
B1852,east,68.78,0,0.15,58.46,1786
B1852,south,101.16,0,0.15,85.99,1787
B1852,west,68.85000000000001,0,0.15,58.52,1788
B1852,roofs,85.98,1,0.8,68.784,1789
B1148,north,179.9,0,0.21,142.12,1790
B1148,east,181.41,0,0.21,143.31,1791
B1148,south,181.03,0,0.21,143.01,1792
B1148,west,180.82,0,0.21,142.85,1793
B1148,roofs,145.26,1,0.8,116.208,1794
B3679,north,321.11,0,0.21,253.68,1795
B3679,east,191.05,0,0.21,150.93,1796
B3679,south,321.18,0,0.21,253.73,1797
B3679,west,0.0,0,0,0,1798
B3679,roofs,189.27,1,0.8,151.41600000000003,1799
B3729,north,0.0,0,0,0,1800
B3729,east,64.13,0,0.21,50.66,1801
B3729,south,0.0,0,0,0,1802
B3729,west,64.07,0,0.21,50.62,1803
B3729,roofs,51.11,1,0.8,40.888000000000005,1804
B3000,north,0.0,0,0,0,1805
B3000,east,196.76999999999998,0,0.21,155.45,1806
B3000,south,0.0,0,0,0,1807
B3000,west,100.79,0,0.21,79.62,1808
B3000,roofs,73.04,1,0.8,58.43200000000001,1809
B1314,north,143.43,0,0.21,113.31,1810
B1314,east,268.76,0,0.21,212.32,1811
B1314,south,143.38,0,0.21,113.27,1812
B1314,west,268.91999999999996,0,0.21,212.45,1813
B1314,roofs,171.35,1,0.8,137.08,1814
