residential,1
apartments,1
house,1
industrial,1
outbuilding,0
roof,0
commercial,1
administration,1
school,1
garage,0
detached,1
construction,0
shed,0
transportation,1
service,0
agriculture,0
parking,1
garages,0
commerical,1
office,1
greenhouse,0
church,1
warehouse,1
semidetached_house,1
retail,1
hospitality,1
civic,1
bunker,0
part,0
kindergarten,1
carport,0
gangway,0
terrace,0
cabin,0
sports_centre,0
train_station,1
hospital,1
public,1
farm_auxiliary,0
chapel,0
stadium,0
